document_index,document,topic,probability
0,Students can have a more accurate response to guessing the percentage looking at it in person than on the computer screen.,topic_0,0.16628757256783558
1,if we have a handheld model we may be able to tell the size of online models,topic_0,1.0
2,If having different heights affected the way we chose how small or tall it was.,topic_0,0.35033061128711374
3,It might have been testing if boys or girls could tell the percentages of the blocks better than the other. It also could have been testing just how well in general can college students' eyes test the size differences of blocks.,topic_0,2.0198806026234416e-307
4,The hypothesis may have been “Do individuals estimate percentages the same as individuals from past years?”,topic_0,1.0
5,"""Is there a statistical significant difference in ratio accuracy between using unlabeled 2D bar charts, or unlabeled 3D bar charts in a given population""",topic_0,1.337222657508287e-307
6,Whether students with certain block bags got more accurate scores than than other block bags.,topic_0,1.9968730887063144e-307
7,"Ho: People will guess the size difference of bars on a bar chart the same using a physical model versus an online model.

Ha: People will more accurately guess the size difference of bars on a bar chart using a physical model over an online model.",topic_0,0.05909922500743675
8,A hypotheses the experimenter might have been testing is the 2D graphs will be better interpreted than the 3D graphs.,topic_0,0.3718278632033911
9,The hypotheses of the experimenter could be that the results of students in the first experiment performed more spread out results compared to the students in the last experiment.,topic_0,1.0
10,"If a 3-D printed graph is provided, then the guess of the difference in height between two points will significantly increase.",topic_0,0.3495048700995463
11,"If students complete this experiment, then the data will show that 2D graphs are preferred more often than 3D graphs by introduction to stats students at UNL because 2D is easier to read than 3D graphs.",topic_0,0.12503077714963332
12,That people currently in a stats class can better estimate proportions rather than someone not currently in a stats class.,topic_0,2.276525269865284e-307
13,If 3D models are easier to understand than 2D models.,topic_0,0.21872903891886655
14,2D objects might be easier to interpret than 3D because 2D is a lot more simplified.,topic_0,0.2234108665642864
15,Is it clear to understand the difference in size between something tangible or on a screen.,topic_0,1.0
16,"Certain types of graphs [i.e. bar graphs, line graphs, etc.] may elicit more engagement from students, leading to more thorough observations.",topic_0,1.5567104483869623e-307
17,"Null Hypothesis (H0): There is no significant difference in the accuracy of perceptual judgments between 2D graphs, 3D digital graphs, and 3D printed graphs.

Alternative Hypothesis (H1): There is a significant difference in the accuracy of perceptual judgments between 2D graphs, 3D digital graphs, and 3D printed graphs.",topic_0,1.7443078185990754e-307
18,"if students answer the bar amounts correctly, they will perform better with statistic material.",topic_0,0.2698027061912021
19,The hypothesis was to find out if the block was higher or lower than the other blocks.,topic_0,1.92712558164251e-307
20,The hypothesis that could have been tested was that if there is extreme differences in between the stat we were supposed to read and its neighbor than we are more likely to exxagerate our guesses of its value.,topic_0,1.0
21,The experimenter may have been looking into a hypothesis that correlated around the fact that most of the experiment participants would be able to closely estimate values bases on their location within a given graph.,topic_0,1.0
22,The experimenters hypothesis might have been can UNL students tell the difference between the different height of the 3D printed structures?,topic_0,0.4134130675561245
23,How do 3D charts compare to 2D charts.,topic_0,1.2362368756104676e-307
24,The experimenter may have been testing the hypothesis that people were less accurate when estimating lengths on a 2D model than a 3D model.,topic_0,1.0
25,Does 2D vs 3D alter height perception? Does having a short vs tall object next to the one being measured alter peoples opinions of the height? How far off do people think objects are (error)?,topic_0,1.0
26,"Null hypothesis: 2-D representations are just as accurate and effective at portraying numeric information as 3-D representations.

 

Alternative hypothesis: 2-D representations are more accurate and effective at portraying numeric information as 3-D representations.",topic_0,1.789673448652606e-307
27,Whether UNL students can accurately guess the correct number for the ratio of the triangle bar to the square bar in different models given.,topic_0,0.174473133916639
28,Can different students correctly guess the height of a graph,topic_0,0.14170061035039339
29,"I think the experimenter could be testing different IQ levels of individuals, whether a person is better at visualizing things in person or online. The experimenter could be testing whether an individual is good at comparing, measuring, and estimating images from a hands-on comparison.",topic_0,1.0
30,"If point A is closer to point B, then the relevant height will be more accurate",topic_0,0.3114803724517207
31,"Null: Student estimate the right amount 50% of the time

Alternative: Students estimate the right amount more than 50% of the time.",topic_0,0.28255512230930574
32,The hypothesis the experimenter might be testing is if people see the shapes as different or not.,topic_0,0.557581290760813
33,"Are people better able to estimate the amount of a certain quantity when they can touch it, versus only seeing it?",topic_0,1.551743083691176e-307
34,Students with access to the 3D printed materials will have a better chance of guessing the correct answer than students who did it online only.,topic_0,0.23949640893537327
35,3D graphs will yield a higher percentage of correct answers when compared to 2D.,topic_0,0.12754314741983175
36,"If students are given bar graphs and have to assume values based on other bars/graphs, then students will consistently use whole fractions? 

(Not sure what to put for this...)",topic_0,0.19299769423578
37,A hypothesis the experimenter could have been testing is if a graph is easier to interpret as a 3D model or as a 2D model for the average student at UNL.,topic_0,0.4450938708181505
38,Most college students cannot accurately assign correct data to the correct graph,topic_0,0.17253499245918702
39,Which colors make participants believe that parts of this block are taller than they actually are?,topic_0,1.8219914481442206e-307
40,The difference in response between the classes or maybe the ability to differentiate between the shape sizes,topic_0,0.5929501971970297
41,A hypothesis might be; how do comparisons of heights affect a person's decision and relative view?,topic_0,0.320331224371893
42,People in person holding the blocks are more likely to guess the right one than the block on the computer screen.,topic_0,1.7812268300117335e-307
43,The hypothesis that the experimenter could have been testing is how good ones perception could be.,topic_0,0.45710264221420926
44,"Students are more likely to choose the wrong percentage when reading the graph on their computer, rather than when looking at the in person 3D shapes.",topic_0,0.1880333259294355
45,Can people easily determine size differences based on visuals alone?,topic_0,1.0
46,whether or not students get proportions or not,topic_0,0.2824984765780818
47,"A possible hypothesis may be the further apart two bars are on the graph/the more bars in between, the higher error is produced because it is harder to see the actual differences. Another possible hypothesis may be that there is more error when observing a visual on a computer/screen compared to a 3D model because being able to see it in person and move it around may create less mistakes.",topic_0,1.2302416783377773e-307
48,College kids can see 3D models better than on a screen.,topic_0,1.7762830015693587e-307
49,The experimenter may have been testing the hypothesis that: participants having taken/currently taking a stats class have a better chance of estimating the bar graph differences closer to their actual amount compared to those who haven't had a stats class.,topic_0,0.4132290454789819
50,The ability to interpret data depends on the form the data is in,topic_0,1.1882836121313716e-307
51,A percentage People could not accurately determine the accurate height of the blocks if they are a certain color.,topic_0,1.7508069569202706e-307
52,They might have been testing to see if people have inaccurate perceptions of scale in comparison to relative objects.,topic_0,1.0
53,That certain colors are easier to interpret or that males or females can interpret the bars more accurately purely based off of looking at the bars. Another possible hypothesis would be that it is easier or harder to interpret the bars on a screen than in person.,topic_0,0.35058356649256567
54,"If the graph is one with a triangle on it, then it will be typically smaller than the graph with a circle.",topic_0,0.17082801957836344
55,"They could have been testing to see if spread out graphs make it more difficult to guess the height, or testing general perception, or it could be many other things such as if gender has an effect on a persons answers and correctness.",topic_0,0.5663808291480928
56,The hypotheses it was testing was whether we would accurately find the data in the experiment the right way or not.,topic_0,1.0
57,Maybe level of education vs how well they can read graphs.,topic_0,1.2343487853194235e-307
58,85 % of people will guess within 5 of the actual reading,topic_0,1.0
59,Students will more accurately estimate histogram values when viewing 3-D models of histograms than when viewing an image of the histogram on a computer screen.,topic_0,1.7086247743998205e-307
60,Researches are more accurate when estimating data.,topic_0,0.3667526656116853
61,People can visually determine the difference in sizes of two bar graphs.,topic_0,0.21208537213359607
62,How people perceive different charts and if they are misguided,topic_0,1.0824896490787013e-307
63,"If an individual sees a 3D model of a graph, then the results will be worse from seeing the 2D version.",topic_0,1.0625138910220348e-307
64,if they we show people different graphs then they will be able to assume the percent of the smaller bar.,topic_0,0.20308756403671607
65,What age group can best identify numbers without information given?,topic_0,0.2003423341942379
66,We read these and did this experiment to compare things between different groups.,topic_0,0.6988965368449012
67,"If you can detect one smaller bar correctly, you are assumed to be able to correctly identify others.",topic_0,1.3244937603430296e-307
68,The hypothesis maybe that 2D graphs are interpreted more accurately than 3D graphs,topic_0,1.1067773964780732e-307
69,"The experimenter may have been testing a hypothesis of ""Do certain groups of people perform better than others given certain conditions and/or characteristics?""",topic_0,0.6886215214214205
70,"If the subject compares a known height to a unknown smaller height, then they will make an approximation.",topic_0,0.3033361409026606
71,That people read graphs more accurately when they are 3d compared to a 2d graph.,topic_0,0.2019879534659722
72,"The experimenter may have been testing a hypothesis such as, there is a significant statistical difference between the accuracies on how people interpreted 2D graphs and 3D graphs.",topic_0,0.4430648019972777
73,"A possible hypothesis might be: If a student is shown a digital graph, then they will be more likely to accurately compare the sizes of the data values.",topic_0,0.14839543661268828
74,"The experimenter could've been testing a hypothesis like, ""Students cannot accurately estimate the size of two different data bars when they are further apart.""",topic_0,0.41069237032789946
75,Those within an older age group can closer identify to the standard,topic_0,0.19975773159121268
76,The hypothesis I think is can we guess the correct number of percentages within a 5% interval. I am honestly not sure though. It could honestly be about people being the best guessers.,topic_0,1.0
77,"When an individual is presented with a chart, do they accurately understand the chart's value?",topic_0,1.0857952932304273e-307
78,Whether changing the difference in distance between units will be noticeable and able to be estimated.,topic_0,0.3520819460090347
79,Do people read graphs online or in person with more accuracy,topic_0,1.0065305882547083e-307
80,People are less likely to predict the correct proportion with flat graphs.,topic_0,0.18697284825339236
81,When someone has a hand on model they'll be more likely to accurately determine the dimensions of it.,topic_0,0.5917658872300504
82,"A null hypothesis could be that having experience with statistics makes no difference and the results between those with and without experience with statistics will be able to correctly estimate heights with the same accuracy.

An alternative hypothesis could be that people with experience with statistics will be able to estimate heights of models with greater accuracy than those who lack experience with statistics.",topic_0,1.9550247199691856e-307
83,Whether students just guess or try and figure it out using the tools they have available to get the exact answer.,topic_0,0.15259854961214364
84,To see how people just the columns based off of how they see or portray them.,topic_0,0.5464085578818494
85,"Which form gives the most accurate results when college students are shown a physical form, digital 3D form, and 2D digital picture form of bars of difference sizes.",topic_0,1.4548818954563051e-307
86,to see which side is lowers and to determine by how much lower,topic_0,0.14973187261944465
