topic,rank,word,score
-1,1,presentation goes,1.3520331479235517
-1,2,experimental design,1.2236648519718842
-1,3,experimental,1.1345270858575778
-1,4,3d,1.066172519024629
-1,5,easier comprehend,1.050277220525536
-1,6,goes,1.0280700581294822
-1,7,design presentation,0.9560318072857379
-1,8,use presentation,0.9560318072857379
-1,9,understand prefer,0.9560318072857379
-1,10,support,0.9560318072857379
0,1,abstract better,0.3582923828485981
0,2,extended abstract,0.3341980113133863
0,3,extended,0.3309782159145235
0,4,provides,0.3294133809225687
0,5,abstract presentation,0.32366029637878835
0,6,determining experiment,0.31943731758776
0,7,details,0.31883097348672107
0,8,research,0.3128709905125816
0,9,hear study,0.312051373002143
0,10,determine,0.31020924604124145
1,1,person,0.4037577435907441
1,2,people,0.387639620935573
1,3,designed prefer,0.37407472154657784
1,4,lot sense,0.372708210861544
1,5,look,0.36967093864671013
1,6,instead,0.36967093864671013
1,7,determining experiment,0.3655472533275865
1,8,lot,0.36100656509576773
1,9,definitely prefer,0.35912852260823164
1,10,actual,0.35912852260823164
2,1,step,0.5008433495734617
2,2,learn better,0.5008433495734617
2,3,able,0.4879274002759554
2,4,watch,0.4786706251589936
2,5,learner,0.4559410717449126
2,6,visual learner,0.4433638721035328
2,7,talk,0.43087812555005484
2,8,clear,0.4303115196614821
2,9,did,0.42458733458263764
2,10,easy,0.42211940853327895
3,1,bar,0.6615898532404565
3,2,actually,0.5017565168099751
3,3,believe,0.49859947899003043
3,4,paper,0.49417250521627226
3,5,presentation visual,0.49417250521627226
3,6,hard,0.4845948520214762
3,7,follow understand,0.48347493116527757
3,8,reader,0.48347493116527757
3,9,understand abstract,0.48347493116527757
3,10,graph,0.48347493116527757
4,1,presentation gave,0.6985334415214142
4,2,makes easier,0.6178232316463501
4,3,watching,0.5703501666659122
4,4,hear study,0.5610875193436144
4,5,presentation explained,0.5518759271909602
4,6,results,0.5363473046405295
4,7,questions,0.5357174349169656
4,8,different,0.5213582671685241
4,9,charts,0.5213582671685241
4,10,want,0.5084375482277896
