document_index,document,topic,probability
0,"Extended abstract, extended abstarct",topic_0,0.7639721084906584
1,I would prefer to hear about the study from the presentation. The abstract is the better reading material for determining if the experiment is well designed.,topic_0,1.0
2,I would prefer the video just because abstracts can be so lung to read and also have confusing words but the video was much simpler. The abstract would probably be better for determining the experiment was well designed.,topic_0,0.47189231306670026
3,"I think I would have preferred the presentation because of the visual representation and explanation he gives. The abstract was well made but I enjoy listening to people talk about things and he did a better job of explaining to me what it was about compared to the abstract. I think the abstract would do a good job of actually showing if it was well designed though, since it basically explains everything from the beginning to the end.",topic_0,1.371987075419158e-308
4,I would prefer the presentation. It makes a lot more sense to hear it from the experts instead of just reading a procedure on a paper. The presentation makes it easier to see if the experiment was well designed because the researcher explains in depth why some assumptions were made or why a particular technique was used.,topic_0,0.02067667919692106
5,"I think that I liked hearing about this study through the presentation. I thought that it was more engaging. Yet, I think that the extended abstract was more informational in looking more like a study, so that one might be better for determining whether the experiment was well designed.",topic_0,0.7183565523215056
6,"I preferred the presentation. I felt like it easily laid out the different aspects of the experiment, in a simple way. I also felt that it was much easier to follow than the abstract presentation. In the abstract, I felt there was some unneeded information.",topic_0,1.0
7,"I would want to hear the presentation only because I don't like reading a lot and the presentation had more graphs and pictures to explain the procedure, but I do think the abstract has a lot more detail and goes in more depth than the presentation. So I think the best one for determining whether the experiment was well designed would be the extended abstract since it does include more details and talk about it more specifically.",topic_0,0.5689122680161879
8,I would have rather heard about it by only the presentation because it gave a me a better and clear understanding of what was taking place and the back ground to the experiment. I think that the extended abstract would be better for determining how well designed the experiment was.,topic_0,0.48929895934712114
9,"Personally, I am a visual learner so I would prefer the abstract simply because it helps me pay better attention and helps me understand better. Both the abstract and the presentation show the experiment was well designed, but the presentation would be the better fit in regard to determining that. It goes into the depths of reasoning and a better explanation of results.",topic_0,1.0
10,"I prefer the extended abstract. This is because I can read fast and skim the text instead of  listening to a boring presentation that I can't skip through. I think both are equally important to whether the experiment was well designed, but if I had to choose one or the other, I'd say the extended abstract was better.",topic_0,1.0
11,"The extended abstract, because it was a little better at giving the background information. It told us more about the experiment done at the other school, so we could gauge if ours was done to the same level of quality as the other one was. I also just found it easier to understand as a whole.",topic_0,0.8584405994682878
12,I would like to hear the presentation. I think it is easier to understand the study when in is explained in person and not just reading about it.,topic_0,0.1856614980590405
13,If I had to pick which is better I would choose the presentation. I work better with visual aids and the presentation had better support for that. I preferred the 2D models rather than the picture of the 3D provided in the abstract.,topic_0,0.035379874809204244
14,I would prefer the presentation. The abstract would be better though for a more in-depth understanding.,topic_0,0.179641669118326
15,I would prefer the extended abstract as it is better for quickly grasping the overall idea of the study itself. I want a concise overview of the research rather than a more immersive format.,topic_0,0.7543602240776196
16,I would prefer the video presentation. I feel like videos usually give more detail and keep my attention longer. I am a visual learner so I like seeing people talk through the slides and see the data while also hearing about it. I better understand information this way because I lose attention when I am sometimes reading.,topic_0,5.85913769780763e-309
