Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
How do you know whether or not your response is accurate if you’re just making an estimate. Giving the answer after each one and then seeing if you were closer looking at it in 2d or 3d,0,0_bar_ve_color_types,"['bar', 've', 'color', 'types', 'person', 'easier', 'didn', 'confusing', 'affect', 'physical']","['results critique', 'study improved', 'statistics', 'accurate results', 'data think', 'results think', 'felt', 'scale', 'quality', 'ratio']","['color', 'types', 'easier', 'affect', 'physical', 'differences', 'reading', 'model', 'sense', 'things']","['bar', 'color', 'types', 'person', 'easier', 'confusing', 'difference', 'physical', 'differences', 'models']","['One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.', 'Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed charts may unintentionally influence participant perception. Additionally, the participant pool may not be representative, which could bias the results. The study could be improved by increasing the diversity of participants and perhaps incorporating eye-tracking or response time measurements to add more depth to the perceptual data. A more standardized viewing environment for digital and printed charts might also help reduce variability in perception.', 'One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.']",bar - ve - color - types - person - easier - didn - confusing - affect - physical,1.0,False
I think this study has a big possibility for confounding variables because it's only being sent to STAT218 students. A smarter idea could have been sending this study out to all students on campus.,2,2_statistics_department_general_outside,"['statistics', 'department', 'general', 'outside', 'larger sample', 'stats students', 'things', 'differently', 'world', 'applied']","['study designed', 'study used', 'study students', 'results critique', 'critique sample', 'students study', 'stats students', 'diverse sample', 'larger sample', 'strengthen study']","['statistics', 'department', 'larger sample', 'stats students', 'broader', 'groups', 'larger diverse', 'statistics think', 'general population', 'population think']","['statistics', 'department', 'general', 'larger sample', 'things', 'world', 'broader', 'particular', 'groups', 'diverse']","[""I feel like one could lack some randomization, I might be wrong, but I feel like it kinda does a little bit just because some students had the same ones, and I even saw students working together in my class. Another critique could be based on whether there was one class in particular that did better; it could be because they were taught different things, or instructed differently things so maybe just fixing something like that. Lastly, possibly just share more about what it was kinda about beforehand if you get what I'm saying."", 'I think these following things would make the study better (more generalizable); larger sample population, include participants from outside the psych department, extend to other universities outside of UNL. Maybe even extend to different age groups outside of undergrads, such as highschoolers or graduate students.', 'Some of the critiques I have of the design of this study were they should have a larger sample size. Additionally, I would have included more of the unique ratio comparisons instead of the five to seven that were included to gain more data. Lastly, something that would have made the study better would have been to incorporate people outside of the statistics department to allow the results to be better generalized to the general population.']",statistics - department - general - outside - larger sample - stats students - things - differently - world - applied,1.0,False
Maybe to explain the experiment better to the participants I walked in completely blind but I feel like it could have had a more thorough procedure.,1,1_confused_abstract_given_explain,"['confused', 'abstract', 'given', 'explain', 'overall', 'helpful', 'experiment think', 'experiment better', 'designed', 'instructions']","['study designed', 'results study', 'purpose study', 'experiment better', 'study did', 'experiments', 'better participants', 'information study', 'clearer instructions', 'experimental']","['abstract', 'helpful', 'experiment better', 'instructions', 'information study', 'explanation', 'research', 'study did', 'opinion', 'context']","['confused', 'abstract', 'overall', 'helpful', 'instructions', 'explanation', 'idea', 'clearer', 'participant', 'beginning']","[""I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between participant age range and participant accuracy/performance (i.e. are college students/young professionals sharper ages 18-25 more accurate than middle age professionals ages 35-45 in the experiment while the former's brains are absorbing new information everyday in college?) The conductors of the study may have already searched for a similar comparison but did not mention it due to lack of correlation."", 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.', 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.']",confused - abstract - given - explain - overall - helpful - experiment think - experiment better - designed - instructions,1.0,False
I don't really have any critiques of the study; I thought it was pretty interesting and it was made easy to understand. One thing that could have made it better was to actually see the results from our class that did the study which I thought would have been interesting to see.,3,3_project_don critiques_make better_critiques think,"['project', 'don critiques', 'make better', 'critiques think', 'don think', 'actually', 'think critique', 'provided', 'specific', 'easy']","['participate study', 'critiques think', 'study did', 'methodology', 'think critique', 'don critiques', 'findings', 'having participants', 'research', 'data collection']","['project', 'don critiques', 'make better', 'critiques think', 'think critique', 'life', 'process', 'responses', 'having participants', 'change']","['project', 'specific', 'easy', 'life', 'minutes', 'abstract', 'responses', 'process', 'end', 'major']","['I would say that one critique I have of the study was that it seemed to be that the instructions provided were fairly vague and could be left as something that was requiring assumption/interpretation of the participant during the actual data collection stage.\xa0 I think that something that could have been improved would have been providing clearer instructions as well as specially stating what things were being tested and how the results would be interpreted following the conclusion of the study instead of just basically giving a sheet of paper that had vague and slightly confusing instructions.', ""I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum."", ""I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.""]",project - don critiques - make better - critiques think - don think - actually - think critique - provided - specific - easy,0.5060885478937566,False
"The only critique I have is that as a participant, it was difficult to discern what the different heights were because there were no markings. If there were markings at like 25,50, and 75, it would have been much easier to estimate the difference. Also, for repetition’s sake, I would make each graph appear different, like instead of just one color, make the different bars colored differently, that way, it’s easy to keep the participants attention.",0,0_bar_ve_color_types,"['bar', 've', 'color', 'types', 'person', 'easier', 'didn', 'confusing', 'affect', 'physical']","['results critique', 'study improved', 'statistics', 'accurate results', 'data think', 'results think', 'felt', 'scale', 'quality', 'ratio']","['color', 'types', 'easier', 'affect', 'physical', 'differences', 'reading', 'model', 'sense', 'things']","['bar', 'color', 'types', 'person', 'easier', 'confusing', 'difference', 'physical', 'differences', 'models']","['One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.', 'Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed charts may unintentionally influence participant perception. Additionally, the participant pool may not be representative, which could bias the results. The study could be improved by increasing the diversity of participants and perhaps incorporating eye-tracking or response time measurements to add more depth to the perceptual data. A more standardized viewing environment for digital and printed charts might also help reduce variability in perception.', 'One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.']",bar - ve - color - types - person - easier - didn - confusing - affect - physical,0.688024756104098,False
A critique that I think might have made this study better would be to possibly do a second round of the same students with different 3D graphics. This might give a larger range of answers. It also might show an increase in students' ability to answer the questions quicker.,0,0_bar_ve_color_types,"['bar', 've', 'color', 'types', 'person', 'easier', 'didn', 'confusing', 'affect', 'physical']","['results critique', 'study improved', 'statistics', 'accurate results', 'data think', 'results think', 'felt', 'scale', 'quality', 'ratio']","['color', 'types', 'easier', 'affect', 'physical', 'differences', 'reading', 'model', 'sense', 'things']","['bar', 'color', 'types', 'person', 'easier', 'confusing', 'difference', 'physical', 'differences', 'models']","['One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.', 'Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed charts may unintentionally influence participant perception. Additionally, the participant pool may not be representative, which could bias the results. The study could be improved by increasing the diversity of participants and perhaps incorporating eye-tracking or response time measurements to add more depth to the perceptual data. A more standardized viewing environment for digital and printed charts might also help reduce variability in perception.', 'One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.']",bar - ve - color - types - person - easier - didn - confusing - affect - physical,1.0,False
"I think having a very clear introduction into a little bit of what the research is, would help. I felt a little confused when I was filling out the survey/experiment.",1,1_confused_abstract_given_explain,"['confused', 'abstract', 'given', 'explain', 'overall', 'helpful', 'experiment think', 'experiment better', 'designed', 'instructions']","['study designed', 'results study', 'purpose study', 'experiment better', 'study did', 'experiments', 'better participants', 'information study', 'clearer instructions', 'experimental']","['abstract', 'helpful', 'experiment better', 'instructions', 'information study', 'explanation', 'research', 'study did', 'opinion', 'context']","['confused', 'abstract', 'overall', 'helpful', 'instructions', 'explanation', 'idea', 'clearer', 'participant', 'beginning']","[""I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between participant age range and participant accuracy/performance (i.e. are college students/young professionals sharper ages 18-25 more accurate than middle age professionals ages 35-45 in the experiment while the former's brains are absorbing new information everyday in college?) The conductors of the study may have already searched for a similar comparison but did not mention it due to lack of correlation."", 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.', 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.']",confused - abstract - given - explain - overall - helpful - experiment think - experiment better - designed - instructions,0.3109945619224334,False
Something that would have made the study better is having all of the graphs online instead of some online and some in person because at least for me it seemed like it was the same consistancy if I would have done it all online or not. Also it would definitely  save you some time without having to get a kit. I know some other people are visual learners and do better with hands-on experiments but personally I think this experiment could have been all online.,0,0_bar_ve_color_types,"['bar', 've', 'color', 'types', 'person', 'easier', 'didn', 'confusing', 'affect', 'physical']","['results critique', 'study improved', 'statistics', 'accurate results', 'data think', 'results think', 'felt', 'scale', 'quality', 'ratio']","['color', 'types', 'easier', 'affect', 'physical', 'differences', 'reading', 'model', 'sense', 'things']","['bar', 'color', 'types', 'person', 'easier', 'confusing', 'difference', 'physical', 'differences', 'models']","['One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.', 'Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed charts may unintentionally influence participant perception. Additionally, the participant pool may not be representative, which could bias the results. The study could be improved by increasing the diversity of participants and perhaps incorporating eye-tracking or response time measurements to add more depth to the perceptual data. A more standardized viewing environment for digital and printed charts might also help reduce variability in perception.', 'One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.']",bar - ve - color - types - person - easier - didn - confusing - affect - physical,1.0,False
I think that the study is very interesting and was not very clearly explained at first. I think that the study would have been better if all the students did the experiment on the same day so that the results are the most accurate as possible.,1,1_confused_abstract_given_explain,"['confused', 'abstract', 'given', 'explain', 'overall', 'helpful', 'experiment think', 'experiment better', 'designed', 'instructions']","['study designed', 'results study', 'purpose study', 'experiment better', 'study did', 'experiments', 'better participants', 'information study', 'clearer instructions', 'experimental']","['abstract', 'helpful', 'experiment better', 'instructions', 'information study', 'explanation', 'research', 'study did', 'opinion', 'context']","['confused', 'abstract', 'overall', 'helpful', 'instructions', 'explanation', 'idea', 'clearer', 'participant', 'beginning']","[""I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between participant age range and participant accuracy/performance (i.e. are college students/young professionals sharper ages 18-25 more accurate than middle age professionals ages 35-45 in the experiment while the former's brains are absorbing new information everyday in college?) The conductors of the study may have already searched for a similar comparison but did not mention it due to lack of correlation."", 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.', 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.']",confused - abstract - given - explain - overall - helpful - experiment think - experiment better - designed - instructions,0.19026339267520392,False
"I don't necessarily have critiques on the study, I feel like it was well-designed and well-thought-out. I do feel like maybe open the experiment to other groups as well since the stats department isn't the only ones using Microsoft Excel.",3,3_project_don critiques_make better_critiques think,"['project', 'don critiques', 'make better', 'critiques think', 'don think', 'actually', 'think critique', 'provided', 'specific', 'easy']","['participate study', 'critiques think', 'study did', 'methodology', 'think critique', 'don critiques', 'findings', 'having participants', 'research', 'data collection']","['project', 'don critiques', 'make better', 'critiques think', 'think critique', 'life', 'process', 'responses', 'having participants', 'change']","['project', 'specific', 'easy', 'life', 'minutes', 'abstract', 'responses', 'process', 'end', 'major']","['I would say that one critique I have of the study was that it seemed to be that the instructions provided were fairly vague and could be left as something that was requiring assumption/interpretation of the participant during the actual data collection stage.\xa0 I think that something that could have been improved would have been providing clearer instructions as well as specially stating what things were being tested and how the results would be interpreted following the conclusion of the study instead of just basically giving a sheet of paper that had vague and slightly confusing instructions.', ""I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum."", ""I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.""]",project - don critiques - make better - critiques think - don think - actually - think critique - provided - specific - easy,0.3044191522067082,False
