Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
There's no results in whether if you were close to the percentage or not and they never got the opinion of the students whether or not if it was easier looking at the screen or in person.,-1,-1_numbers_shapes_online_slider,"['numbers', 'shapes', 'online', 'slider', 'compared', 'pieces', 'instead', 'sure', 'shape', 'questions']","['error participants', 'did experiment', 'error involved', 'error people', 'perception differences', 'sampling bias', 'doing experiment', 'skew results', 'different data', 'biases']","['numbers', 'shapes', 'slider', 'compared', 'pieces', 'error participants', 'triangle', 'perceptual', 'angles', 'colors']","['numbers', 'shapes', 'online', 'slider', 'pieces', 'shape', 'sure', 'exact', 'questions', 'physical']","['Sources of error involved in this experiment could include the subjects not understanding or incorrectly using the online website, a sampling error/bias (only using STAT students instead of taking a true random sample), and maybe the researchers holding some sort of bias when analyzing the data.', 'I thought that the slide bar was a little confusing even after the example. When I was taking the experiment I read the bar as the left end 0% smaller then the further you slid it the closer it was in size to the bigger graph. Someone else who is doing the experiment could interpret the slide bar differently.\xa0\n\n\xa0\n\nAnother error that could happen is if the results from online-only are not separated from the ones that have the graphs printed off.', 'Depending on what group the researchers are testing (eg.: UNL students versus U.S. population), one source of error could be the lack of a true random sample. For example, if the goal is to test all human eyes, those in a University level statistics course do not represent the entirety of the population.\xa0\n\n\xa0\n\nAnother source of error could be the lack of clarifying questions. If a student is colorblind, for one possible example, this would not reflect accurately on the general student population, resulting as an outlier. (Or perhaps, he would see the shade differentiation better than the average eye.)\xa0\n\n\xa0\n\nAnother source of error could possibly be the fact that a tutorial on how to use and move the 3-D model was not included. This could lead to a number of human mistakes that would result in experimental error.']",numbers - shapes - online - slider - compared - pieces - instead - sure - shape - questions,0.6307653072463002,False
"It might be a sampling error, also people may accidentally grab the wrong model and list the wrong one.",0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,0.24252864664473717,False
The people who did the experiment could have made errors while doing the experiment.,0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,1.0,False
"A source of error that I could think of is some people might have worse eyesight than others. Also, a source of error could be that at the beginning of the experiment it would be easy to be confused on what to judge and it is tough to judge the blocks on a screen.",7,7_color_likely_screen_potentially,"['color', 'likely', 'screen', 'potentially', 'brightness', 'quality', 'differently', 'participate', 'depth perception', 'judge']","['perception differences', 'sample size', 'visual impairments', 'depth perception', 'error participants', 'sample bias', 'colorblind', 'brightness', 'color', 'colors']","['brightness', 'depth perception', 'visual impairments', 'screen brightness', 'quality distractions', 'screen quality', 'sample bias', 'experiment participants', 'colors', 'perception differences']","['color', 'likely', 'screen', 'brightness', 'quality', 'physical', 'depth', 'visual impairments', 'problems', 'worse']","['Some sources of error could possibly include individual difference between spaces, lighting, or viewing angle. There also could be biased on the color association and sample size as well.', 'Perceptual Bias: People may interpret color intensity differently depending on their vision or screen brightness.\n\nHuman Error: Participants might misjudge small differences in shading.\n\nEnvironmental Factors: lighting conditions, screen quality, or distractions could affect performance.\n\nColor Vision Deficiencies: Some participants might have difficulty distinguishing shades, which could skew results.', ""* There is likely some sample bias resulting from the study being a voluntary participation survey - certain types of people may be more likely to participate than others\xa0\n\n* Screen and imaging quality can vary between devices leading colors/shades to appear differently, without standardized device specs these discrepancies can increase variability in answers\xa0\n\n* perceptions of both color and size are influenced by a lot of personal characteristics that can't all be accounted for""]",color - likely - screen - potentially - brightness - quality - differently - participate - depth perception - judge,1.0,False
"Some individuals may show bias toward rounding numbers or common numbers used in society (i.e. advertisements that show only 10’s as discounts ( 40% off, 50% off, etc.)).",-1,-1_numbers_shapes_online_slider,"['numbers', 'shapes', 'online', 'slider', 'compared', 'pieces', 'instead', 'sure', 'shape', 'questions']","['error participants', 'did experiment', 'error involved', 'error people', 'perception differences', 'sampling bias', 'doing experiment', 'skew results', 'different data', 'biases']","['numbers', 'shapes', 'slider', 'compared', 'pieces', 'error participants', 'triangle', 'perceptual', 'angles', 'colors']","['numbers', 'shapes', 'online', 'slider', 'pieces', 'shape', 'sure', 'exact', 'questions', 'physical']","['Sources of error involved in this experiment could include the subjects not understanding or incorrectly using the online website, a sampling error/bias (only using STAT students instead of taking a true random sample), and maybe the researchers holding some sort of bias when analyzing the data.', 'I thought that the slide bar was a little confusing even after the example. When I was taking the experiment I read the bar as the left end 0% smaller then the further you slid it the closer it was in size to the bigger graph. Someone else who is doing the experiment could interpret the slide bar differently.\xa0\n\n\xa0\n\nAnother error that could happen is if the results from online-only are not separated from the ones that have the graphs printed off.', 'Depending on what group the researchers are testing (eg.: UNL students versus U.S. population), one source of error could be the lack of a true random sample. For example, if the goal is to test all human eyes, those in a University level statistics course do not represent the entirety of the population.\xa0\n\n\xa0\n\nAnother source of error could be the lack of clarifying questions. If a student is colorblind, for one possible example, this would not reflect accurately on the general student population, resulting as an outlier. (Or perhaps, he would see the shade differentiation better than the average eye.)\xa0\n\n\xa0\n\nAnother source of error could possibly be the fact that a tutorial on how to use and move the 3-D model was not included. This could lead to a number of human mistakes that would result in experimental error.']",numbers - shapes - online - slider - compared - pieces - instead - sure - shape - questions,0.33845414883498026,False
"Possible bias or selection error within the participants.

One error I also thought of is that if the 3D bar charts don't come out as accurate as the 2D charts, it could skew the results to not be as accurate as desired. So I would classify it as a ""design error""",1,1_3d_charts_3d printed_models,"['3d', 'charts', '3d printed', 'models', 'printed', 'angle', 'bar heights', 'depth', 'bit', 'objects']","['experiment people', 'charts', 'printed graphs', 'measurement', 'depth perception', 'experiment participant', 'bar heights', 'individual differences', 'inaccurate', 'error human']","['3d', 'charts', '3d printed', 'models', 'bar heights', 'depth perception', 'differences', 'skew results', 'sizes', 'printed graphs']","['3d', 'charts', 'models', 'angle', 'depth', 'objects', 'bit', 'screen', 'depth perception', 'differences']","['There are a few ways errors could creep into this experiment. People might misjudge bar heights due to tricky 3D visuals or poor lighting on the printed charts. Even though the colors were random, some participants might still connect certain colors with specific meanings. Everyone sees and processes visuals a bit differently too, so personal differences could skew the results. Plus, as the experiment goes on, participants might get better at the task—or just tired—which could affect how accurately they judge the charts.', 'There are a few ways errors could creep into this experiment. People might misjudge bar heights due to tricky 3D visuals or poor lighting on the printed charts. Even though the colors were random, some participants might still connect certain colors with specific meanings. Everyone sees and processes visuals a bit differently too, so personal differences could skew the results. Plus, as the experiment goes on, participants might get better at the task—or just tired—which could affect how accurately they judge the charts.', 'Several sources of error could affect the results of this experiment:\n\n\xa0\n\n* Participant bias – Most participants were from the Statistics department, so they may have had more experience with charts than the general population.\n\n* Human error – People might still use their fingers or guess based on instinct, even if told not to, which can skew the results.\n\n* Printing variations – Small differences in the quality or shape of the 3D printed charts might influence how easy they are to interpret.\n\n* Lighting or angle issues – For digital 3D charts, the angle or screen brightness could affect how well participants see the data.\n\n* Randomization differences – The random selection of bar heights and chart layouts might unintentionally make some comparisons easier or harder than others.\n\nThese factors could all impact the accuracy of participants’ judgments.']",3d - charts - 3d printed - models - printed - angle - bar heights - depth - bit - objects,1.0,False
"Maybe not all students participated

maybe more students used one type of bag than others",0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,1.0,False
"People may be guessing, without taking much thought or speeding through the experiment. It also may be hard for certain people to make these guesses, if they aren't spatially aware.",0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,0.44227076021119976,False
A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.,0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,0.3641004376461963,True
All the students participating in this experiment may not be the same age or grade level. This could have a very slight difference on the results if some students are more educated than others.,0,0_lack_error involved_lot_include,"['lack', 'error involved', 'lot', 'include', 'wrong', 'answers', 'times', 'environmental', 'survey', 'error include']","['sample size', 'experiment include', 'experiment people', 'error involved', 'experiment sources', 'error data', 'null hypothesis', 'sample', 'environmental factors', 'doing experiment']","['lack', 'error involved', 'environmental', 'survey', 'study', 'effort', 'experiment sources', 'measurements', 'sample', 'directions']","['lack', 'lot', 'wrong', 'answers', 'times', 'environmental', 'survey', 'study', 'questions', 'confusion']","['A source of error that could have been involved in this experiment is if a participant accidently got the wrong kit and typed in a different kit and then the answers would not match up to the correct way the experiment should have been done. Another error that could have occured is if the participants looked at the right answer and then just matched their answer with the correct answer since it was shown while taking the test.', 'Possible sources of error include sampling variability, measurement error, and bias in data collection. If participants were not randomly assigned, confounding variables might also affect the results. Additionally, if the sample size was small, the estimates may not accurately represent the population.', '1. Sample Size and Selection Bias:\n\n*\n\nError: If the sample size of cows is too small or not representative of the broader population, your findings may not be applicable to all cows.\n\n*\n\nMitigation: Ensure a large and diverse sample of cows from various farms or regions, considering factors like breed, genetics, and environment.\n\n2. Age Determination Errors:\n\n*\n\nError: Inaccurate age information for the cows could skew results.\n\n*\n\nMitigation: Verify ages through reliable sources such as birth records or veterinary documentation.\n\n3. Environmental Factors:\n\n*\n\nError: Environmental conditions, such as climate, diet, and overall farm management, could influence calving success and may not be controlled.\n\n*\n\nMitigation: Attempt to account for or standardize environmental variables across your experiment.']",lack - error involved - lot - include - wrong - answers - times - environmental - survey - error include,1.0,False
