Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
I think this was a paried control group because the variables were related to each other and they both were related to what the results would be.,0,0_control group_control_group_students,"['control group', 'control', 'group', 'students', '218', 'stats', 'think control', 'class', 'think', 'use control']","['experimental group', 'control group', 'controlled group', 'used experiment', 'randomization', 'group control', 'experiment', 'experiment did', 'experimental', 'stats students']","['control group', 'students', 'stats', 'think', 'use control', 'use', 'sample', 'group students', 'graphs', 'group used']","['control', 'group', 'students', 'stats', 'class', 'experiment', 'use', 'sample', 'people', 'model']","['Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.\xa0 However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.', 'I would imagine the kits were randomly assigned to the individuals within sample populations.\xa0\n\nI think the control group would be the original data set collected from Cleveland and McGill, or possibly the data set created by statistic department faculty members.\n\nHaving a solid methodology and observing participants under controlled environments (like designing the 3D bar graphs and distributing kits randomly) are also clear aspects of any good experimental study, and this study possesses both fairly clearly.', ""I think randomization appeared in if a person would be looking at a digital chart or a 3-D chart - I think this help eliminate people getting in this flow or rhythm in reading the charts and gives the experimenters more accurate information.\n\nThe control group is present in the beginning test example and gave a good baseline to use as a comparison to the responders answers later on.\xa0\n\nI guess you could say random assignment was used in having us choose our own bag at random since we didn't know what was exactly in each bag.""]",control group - control - group - students - 218 - stats - think control - class - think - use control,0.5306827849304357,False
I think the control group was the models we had and randomization was in the form of that we didn't know which model we were going to do next.,0,0_control group_control_group_students,"['control group', 'control', 'group', 'students', '218', 'stats', 'think control', 'class', 'think', 'use control']","['experimental group', 'control group', 'controlled group', 'used experiment', 'randomization', 'group control', 'experiment', 'experiment did', 'experimental', 'stats students']","['control group', 'students', 'stats', 'think', 'use control', 'use', 'sample', 'group students', 'graphs', 'group used']","['control', 'group', 'students', 'stats', 'class', 'experiment', 'use', 'sample', 'people', 'model']","['Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.\xa0 However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.', 'I would imagine the kits were randomly assigned to the individuals within sample populations.\xa0\n\nI think the control group would be the original data set collected from Cleveland and McGill, or possibly the data set created by statistic department faculty members.\n\nHaving a solid methodology and observing participants under controlled environments (like designing the 3D bar graphs and distributing kits randomly) are also clear aspects of any good experimental study, and this study possesses both fairly clearly.', ""I think randomization appeared in if a person would be looking at a digital chart or a 3-D chart - I think this help eliminate people getting in this flow or rhythm in reading the charts and gives the experimenters more accurate information.\n\nThe control group is present in the beginning test example and gave a good baseline to use as a comparison to the responders answers later on.\xa0\n\nI guess you could say random assignment was used in having us choose our own bag at random since we didn't know what was exactly in each bag.""]",control group - control - group - students - 218 - stats - think control - class - think - use control,0.4042205199135249,False
Randomization was used because we were given different bags with different numbers and maybe some of the bags had different items.,6,6_bags_bag_pick_bag different,"['bags', 'bag', 'pick', 'bag different', 'picked', 'bag think', 'numbered', 'bag bag', 'randomization bags', 'random fact']","['randomization bags', 'random bags', 'randomization used', 'bag random', 'picked randomization', 'figures randomization', 'think randomization', 'different bags', 'numbered bag', 'randomization sure']","['randomization bags', 'random fact', 'random bags', 'blocks bag', 'different bags', 'code', 'bag random', 'randomization used', 'given random', 'think randomization']","['bags', 'bag', 'numbered', 'random bags', 'different bags', 'code', 'sort', 'fact', 'random', 'blocks']","['I think randomization of the bags that we got was present because when e walked in we were able to just grab any bag on the table so it really was random when students picked.', 'We had to randomly choose a bag to use for the 3D printed models. This might be to ensure that the directions could be followed in relation to using the correct 3D block when asked. This could also prevent two friends who were taking it simultaneously to not share what they thought.', 'Randomization was used since the bags had a unique code. I did not look at the other bags to see if the specific shapes (circle or triangle) was on different heights of the blocks but this could also be a randomization used. I think there was also some sort of repetition throughout the experiment to compare if participants had similar responses.']",bags - bag - pick - bag different - picked - bag think - numbered - bag bag - randomization bags - random fact,1.0,False
Randomization could be each person having different blocks to judge and having to find the size difference between them. A control group was that we all came to the same place to do the experiment and it was a controlled environment.,0,0_control group_control_group_students,"['control group', 'control', 'group', 'students', '218', 'stats', 'think control', 'class', 'think', 'use control']","['experimental group', 'control group', 'controlled group', 'used experiment', 'randomization', 'group control', 'experiment', 'experiment did', 'experimental', 'stats students']","['control group', 'students', 'stats', 'think', 'use control', 'use', 'sample', 'group students', 'graphs', 'group used']","['control', 'group', 'students', 'stats', 'class', 'experiment', 'use', 'sample', 'people', 'model']","['Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.\xa0 However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.', 'I would imagine the kits were randomly assigned to the individuals within sample populations.\xa0\n\nI think the control group would be the original data set collected from Cleveland and McGill, or possibly the data set created by statistic department faculty members.\n\nHaving a solid methodology and observing participants under controlled environments (like designing the 3D bar graphs and distributing kits randomly) are also clear aspects of any good experimental study, and this study possesses both fairly clearly.', ""I think randomization appeared in if a person would be looking at a digital chart or a 3-D chart - I think this help eliminate people getting in this flow or rhythm in reading the charts and gives the experimenters more accurate information.\n\nThe control group is present in the beginning test example and gave a good baseline to use as a comparison to the responders answers later on.\xa0\n\nI guess you could say random assignment was used in having us choose our own bag at random since we didn't know what was exactly in each bag.""]",control group - control - group - students - 218 - stats - think control - class - think - use control,0.3427219635312039,False
"Randomness was used by the test subject in picking the order of bar graphs, it could have also been used to determine control percentages (using a random number generator 1-100) for the different graphs used. 

The use of a control group was demonstrated by the older results being compared to current ones. The older data is the control group.",1,1_graphs_graph_bar_bars,"['graphs', 'graph', 'bar', 'bars', 'bar graphs', 'order', '2d', 'different', 'graphs different', 'think randomization']","['randomization used', 'used randomization', 'graphs randomization', 'graphs random', 'randomized control', 'randomization different', 'graphs used', 'think randomization', 'randomization', 'use randomization']","['graph', 'bar graphs', 'graphs different', 'think randomization', 'participants', '3d graphs', 'randomly assigned', 'randomization used', 'order graphs', 'types']","['graphs', 'graph', 'bar', 'bars', 'order', '2d', 'different', '3d', 'different graphs', 'participants']","['Researchers may have randomly assigned participants to different experimental conditions or presentation formats to prevent bias. A control group in which both bars are simply labeled as ""Bar A"" and ""Bar B"" without any indication of their heights might have been used as a control group in the experiment. This group would not have received any contextual information regarding the height of the bars. Researchers can determine the specific impact of the contextual information given by comparing the replies of participants in the experimental groups to those in the control group.', ""randomization was a big part. participants were randomly assigned graphs types and bar groupings to minimize bias. each participant views a set of graphs in random order to avoid affects. there wasn't a traditional control group but the use of the 2D graph served as a baseline for comparison against 3D versions. the design of the experiment helped isolate the effects of graph type and layout on judgement accuracy."", ""The experiments definitely used randomization the graphs and the order that they were placed, and they were also randomly assigned to each individual. This really cuts down on how biased the participants can be. They also used a lot of repeated measures meaning each individual looked at the three different types of g, that way everyone would act in their own controlled way. I don't think there was a traditional group but using 2-D graphs which we already know they are more accurate. They kind of served as a baseline compared to the graphs that were 3-D and 3-D printed the designs of the graph really helped make the result more reliable, and reduce outside influences.""]",graphs - graph - bar - bars - bar graphs - order - 2d - different - graphs different - think randomization,0.2017540364863582,False
"random convenience sample for sampling due to just taking a random ""convenience"" sample of all stats 218 students.

I don't think there is any control group as every individual did the experiment by by themselves and there were not placebo or other vehicles controlled by the experiment creators.",0,0_control group_control_group_students,"['control group', 'control', 'group', 'students', '218', 'stats', 'think control', 'class', 'think', 'use control']","['experimental group', 'control group', 'controlled group', 'used experiment', 'randomization', 'group control', 'experiment', 'experiment did', 'experimental', 'stats students']","['control group', 'students', 'stats', 'think', 'use control', 'use', 'sample', 'group students', 'graphs', 'group used']","['control', 'group', 'students', 'stats', 'class', 'experiment', 'use', 'sample', 'people', 'model']","['Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.\xa0 However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.', 'I would imagine the kits were randomly assigned to the individuals within sample populations.\xa0\n\nI think the control group would be the original data set collected from Cleveland and McGill, or possibly the data set created by statistic department faculty members.\n\nHaving a solid methodology and observing participants under controlled environments (like designing the 3D bar graphs and distributing kits randomly) are also clear aspects of any good experimental study, and this study possesses both fairly clearly.', ""I think randomization appeared in if a person would be looking at a digital chart or a 3-D chart - I think this help eliminate people getting in this flow or rhythm in reading the charts and gives the experimenters more accurate information.\n\nThe control group is present in the beginning test example and gave a good baseline to use as a comparison to the responders answers later on.\xa0\n\nI guess you could say random assignment was used in having us choose our own bag at random since we didn't know what was exactly in each bag.""]",control group - control - group - students - 218 - stats - think control - class - think - use control,1.0,False
"Randomization was used by having each student get randomly assigned ti a different bag of blocks. The control group was students that were taking STATS 218. I think that this was easiest for the experiment so that results were of a similar population,",4,4_blocks_set blocks_bag_block,"['blocks', 'set blocks', 'bag', 'block', 'chose', 'bags', 'didn know', 'group random', 'certain', 'good']","['random blocks', 'randomization', 'groups random', 'chose randomization', 'think randomization', 'classes experimented', 'group random', 'blocks randomly', 'random sampling', 'random']","['set blocks', 'group random', 'groups', 'audience', 'classes experimented', 'chose randomization', 'based bag', 'pretty random', 'random blocks', 'kids different']","['blocks', 'bag', 'bags', 'good', 'certain', 'groups', 'set', 'audience', 'kids', 'different classes']","[""I guess overall they were pretty random because not everyone had the same blocks, and didn't know where the blocks were going. A bunch of different classes experimented, so there wasn't just one class studied. Lastly, possibly something like the kids are from different age groups."", ""I guess overall they were pretty random because not everyone had the same blocks, and didn't know where the blocks were going. A bunch of different classes experimented, so there wasn't just one class studied. Lastly, possibly something like the kids are from different age groups."", 'In this experiment, I think randomization was used by having students pick their bags of blocks at random, which then may have produced differing sets of blocks to be measured on the online version of the study. I am assuming because this was an experiment there was a a control group and an experimental group to draw potential correlation and causation. In this study, I think there was a set of blocks given to all of those in the experimental group and a differing set of blocks to those in the control group, and these groups were selected at random based on which bag they chose.']",blocks - set blocks - bag - block - chose - bags - didn know - group random - certain - good,0.23053372127787775,False
"There were different bags of models, that people used at random. This was most likely to have some factor of randomization.",6,6_bags_bag_pick_bag different,"['bags', 'bag', 'pick', 'bag different', 'picked', 'bag think', 'numbered', 'bag bag', 'randomization bags', 'random fact']","['randomization bags', 'random bags', 'randomization used', 'bag random', 'picked randomization', 'figures randomization', 'think randomization', 'different bags', 'numbered bag', 'randomization sure']","['randomization bags', 'random fact', 'random bags', 'blocks bag', 'different bags', 'code', 'bag random', 'randomization used', 'given random', 'think randomization']","['bags', 'bag', 'numbered', 'random bags', 'different bags', 'code', 'sort', 'fact', 'random', 'blocks']","['I think randomization of the bags that we got was present because when e walked in we were able to just grab any bag on the table so it really was random when students picked.', 'We had to randomly choose a bag to use for the 3D printed models. This might be to ensure that the directions could be followed in relation to using the correct 3D block when asked. This could also prevent two friends who were taking it simultaneously to not share what they thought.', 'Randomization was used since the bags had a unique code. I did not look at the other bags to see if the specific shapes (circle or triangle) was on different heights of the blocks but this could also be a randomization used. I think there was also some sort of repetition throughout the experiment to compare if participants had similar responses.']",bags - bag - pick - bag different - picked - bag think - numbered - bag bag - randomization bags - random fact,1.0,False
I think randomization was definitely present in this design I think there was no control group because most of the experiments were random. But I think overall this study was designed to have both sides of the experiment randomized to really give the participants all a fair chance to answer a variety of questions given on the test.,-1,-1_design_measures_repeated measures_computer,"['design', 'measures', 'repeated measures', 'computer', 'present', 'randomized', 'given', 'repeated', 'bias', 'strips']","['experimental design', 'experiment randomization', 'repeated measures', 'experiment order', 'experiment randomized', 'participants study', 'randomization definitely', 'design', 'bars graphs', 'experiment']","['repeated measures', 'randomized', 'bias', 'people', 'images', 'experimental design', 'experiment', 'randomization', 'data', 'randomly']","['design', 'measures', 'computer', 'present', 'randomized', 'bias', 'strips', 'people', 'images', 'experimental design']","[""I think the extra strips were in there to see if people are more likely to look at the collective of strips as a whole group or if they'll look at just the individual strip. The reason why I think that is because there were about 6 different strips on each side but only one had the shape on the strip and the researchers probably wanted to see if people will interpret data differently as a group of strips or an individual because the researchers\xa0 \xa0wanted to see what different ways that people's brains processed data."", 'Randomization: Randomizing the presentation order of models (A or B first) could control for order effects and prevent bias.\n\nControl Group: There might not be a clear control group, but the experiment could establish a baseline comparison by setting the height of one model to 100 for consistency.\n\nRepeated Measures: If each participant assessed multiple sets of shapes, this design could help identify trends in estimation accuracy across different types.', ""The elements of experimental design, I think were present in this experiment are randomization, repeated measures, and standardized instructions for all participants. I think randomization because trials were probably given at random to different people. On the charts I was given there were more letter groups then what I had to answer for so I'm assuming that other people got questions I didn't and vice versa. Repeated measures because people answered multiple questions for each chart type. Standardized instructions because everyone got the same clear instructions, that were used for each trial.""]",design - measures - repeated measures - computer - present - randomized - given - repeated - bias - strips,0.38657339128873835,False
The use of a control group was used as all the participants within the experiment were in the same class and given the same questions to answer over the same kits. There was also randomization used as the questions and kits very all in a random order when presented in the experiment. There was also a process of replication used as the questions and kits were very similar as the experiment was performed.,-1,-1_design_measures_repeated measures_computer,"['design', 'measures', 'repeated measures', 'computer', 'present', 'randomized', 'given', 'repeated', 'bias', 'strips']","['experimental design', 'experiment randomization', 'repeated measures', 'experiment order', 'experiment randomized', 'participants study', 'randomization definitely', 'design', 'bars graphs', 'experiment']","['repeated measures', 'randomized', 'bias', 'people', 'images', 'experimental design', 'experiment', 'randomization', 'data', 'randomly']","['design', 'measures', 'computer', 'present', 'randomized', 'bias', 'strips', 'people', 'images', 'experimental design']","[""I think the extra strips were in there to see if people are more likely to look at the collective of strips as a whole group or if they'll look at just the individual strip. The reason why I think that is because there were about 6 different strips on each side but only one had the shape on the strip and the researchers probably wanted to see if people will interpret data differently as a group of strips or an individual because the researchers\xa0 \xa0wanted to see what different ways that people's brains processed data."", 'Randomization: Randomizing the presentation order of models (A or B first) could control for order effects and prevent bias.\n\nControl Group: There might not be a clear control group, but the experiment could establish a baseline comparison by setting the height of one model to 100 for consistency.\n\nRepeated Measures: If each participant assessed multiple sets of shapes, this design could help identify trends in estimation accuracy across different types.', ""The elements of experimental design, I think were present in this experiment are randomization, repeated measures, and standardized instructions for all participants. I think randomization because trials were probably given at random to different people. On the charts I was given there were more letter groups then what I had to answer for so I'm assuming that other people got questions I didn't and vice versa. Repeated measures because people answered multiple questions for each chart type. Standardized instructions because everyone got the same clear instructions, that were used for each trial.""]",design - measures - repeated measures - computer - present - randomized - given - repeated - bias - strips,0.29973840311643063,False
