document_index,document,topic,probability
0,2d and 3d bar graphs because they were trying to see which way was easier to have an accurate response.,topic_0,3.715185456370745e-309
1,I think the presentation emphasized more of the reasons why they brought the study to UNL classes. I think the abstract was supposed to be more about how the study was conducted to be informational.,topic_0,0.674723127934501
2,The component that was emphasized to me was the calculations they did with the 3D graphs. They showed the results for each individual graph.,topic_0,0.07761305883171842
3,"I think one thing I noticed that was different between the abstract and presentation was that I had more of a visual representation of the study in the presentation than the abstract. Obviously, presentations are digital, so it is easier to put in pictures, but I thought that the visuals of the bar graphs and other diagrams helped me understand more about what the study was really about.",topic_0,0.8203852106055581
4,They talked about the replication of the experiment a lot more. The abstract doesn’t need to concern how close another experiment is to it considering it’s a brief overview of the paper as a whole.,topic_0,1.0
5,The components that were emphasized in the presentation that weren't emphasized in the abstract were the background of the 3D graphics and Cleveland and McGill. I think that the purpose of this experiment was to have us going in blind. I think this is because it might ruin the experiment if we knew what and why we were measuring and placing the 3D graphics in the experiment.,topic_0,0.20680129539809256
6,"One thing that I think was more emphasized in the presentation was the study design, and how the treatment combinations were set up. I think this is because for this specific experiment, there were originally 42 treatment combinations, which would not have been ideal for the subjects.",topic_0,0.8075598828535469
7,How they really wanted to replicate Clevland and McGill's study in their study. I think this was emphazied more in the presentation because as they were explaining the steps they took in this process they wanted to relate it back to how Clevland and McGill's study went and compare the two results.,topic_0,1.0
8,The presentation gave a solid background on what 3D graphics are compared to the abstract. It also gave a greater overview of what the experiment purpose was and how it was performed. I think that they gave a greater 3D background to show the accuracy of the experiment and how it was evaluated.,topic_0,0.17815440592759185
9,The results were because the presentation went into more depth and gave different ways to get better results. They also included a portion of experiential learning in the presentation meanwhile the abstract was straight to the point about all of the parts of information provided.,topic_0,0.7599568407072059
10,"The presentation definitely mentioned more of the specifics to the project; i.e. how it came to be, what the purpose was, background information, etc. I think this was because if it was mentioned in the participation, the student would just skip over it because it's boring information.",topic_0,1.0
11,"I think more of the information behind studies as a whole, rather than our study in specific. You just get a lot more details about study designing.",topic_0,0.7224958437350939
12,The reasoning behind the study was emphasized more in the presentation than in the abstract. This is because the abstract is more formal write-up and the presentation was an opportunity to share what the researchers couldn't in the abstract.,topic_0,0.7617448605264522
13,One of the things emphasized was the types of graphs. The presentation provided more through understanding what the bars meant and how they are perceived.,topic_0,0.11127496928811935
14,The thought process behind the experiment. It is easier to understand without the formalities of the abstract.,topic_0,1.0
15,The presentation emphasized visual aids that provided a more tangible demonstrations of the outcomes. It helped focus on more engaging the audience through demonstrations which might not be effective within the abstract.,topic_0,5.401206998721416e-309
16,"I feel like the study design and how they are replicating Cleveland and McGill study is described in a lot more detail. I think this is because when writing an abstract, you just give a brief summary of the study and when writing the study design you usually keep it clear and simple so readers can understand it. I think the video gives more insight into the background of how this study was conducted and he is explaining more in-depth how these were created and how they are facilitating this study.",topic_0,0.8253818790575357
17,the presentation started with a quick explanation of what the graphs were and how they are used. The abstract started with the goal of the experiment and went right into the methods section. Maybe it is because the author of the abstract already expected participants to know what 2d and 3d graphs are and have a little background in them.,topic_0,0.08753935448852677
18,"In the presentation, the results and data were properly presented in graphs and tables. In the abstract, the data was not shown just talked about. The experiments being replicated were explained better in the presentation. I understood the process of the Cleveland and McGill experiment during the presentation compared to the abstract. I also understood aspects that were being taken and implemented on the UNL students.",topic_0,0.7084560207278239
19,The components that were emphasized in the presentation was the characteristics of the study and the numbers that went all behind the study of the blocks.,topic_0,0.8572327641033267
20,"I think some of the components explaining the more mathamatical side of this study were really doven into, we got multiple new formulas that were used to explain the results. Other than that the results of the experiment were certianly more explained in this presentation. The final thing that I think was emphasized was why certian things may be happening in the results during the study, it explained some of the physcology. I think it was just easier to do so in a video where someone could explain what was going on, especially since this is the last of the post study assignments.",topic_0,0.7528206134660881
21,Some of the components that were emphasized within the presentation but not within the abstract would have to be coordinated with the predicted responses that were touched on the the presentation but not the abstract. That may have been because they felt that it was easier visually portray the group within the video instead of the abstract.,topic_0,0.8620521782594665
22,"Some things that were in the presentation and not in the abstract were the shiny app,  model, and results. I think this is because it is easier to talk about these things in a presentation then in an extended abstract. It would of made the abstract too long as well.",topic_0,0.6956129146691481
23,Some components that were emphasized in the presentation that weren't emphasized in the abstract was the background information on 3D graphs they probably didn't include this in the abstract because it wasn't really relevant information and it would make the abstract longer. They included some problems that 3D graphs have and how we should use them. It was probably easier or more relevant to put all the information in the presentation because they were explaining it to an audience and informing them what they were doing.,topic_0,0.19793509545613194
24,The background of the experiment and the way the study was created and set up were components that were emphasized more in the presentation. I think this is because the abstract was supposed to be more straight to the point whereas the presentation was more detailed.,topic_0,0.7955917160434733
25,"I think the background information on the 3D graphs and the full layout of study was not stressed nearly as much as it was in the presentation. The presentation explained more about how the shapes can look distorted making them less accurate. However, they can be very useful for other purposes. Viewing angle of the shapes to me was not emphasized in the abstract compared to how it was in the presentation. As well, the research questions being explicitly stated in the presentation was helpful. Also, just the detail and reasoning to how to study was set up.",topic_0,5.350340365597124e-309
26,"The presentation emphasized exactly what the research at the University of Nebraska was for rather than focusing on the research done by others in the past. Additionally, the presentation also focused on the results from the study with faculty members. They probably included the results in the final presentation to let us know what they learned from the experiment, and to prevent subjects from being biased while taking the experiment.",topic_0,0.8546411174024215
27,"The math behind the study, I think this is because the presentation is newer. So the study went more in-depth and focused more on math. The presentation showed the results of some of the testing and how some people over guessed/under.",topic_0,0.8417497829072638
28,In presentations emphasis may be placed on visual aids for student interaction. It wasn't emphasized in the student aid. The teacher wasn't allowed to help the student because it is just the student that needs to complete the survey because they don't know the answer.,topic_0,0.03986490495813984
29,The presentation emphasized the five different types of graphs and the point of studying them more. It also emphasized the purpose of the kits and how they were being observed in the study. The presentation also explained the Shiny app and how it was used. I think they emphasized this because it was a huge part of the study and how it was completed.,topic_0,6.275968906336e-309
30,"In the presentation, it emphasized what the study was, and the scale at which they conducted it for unl students. It also mentioned how this applies to the STATS 218 class, and how it will be used in the future to continue collecting results.",topic_0,0.3051378994576386
31,Components that were emphasized in the presentation were the results and statistics of the study. In the abstract the components that were emphasized was more so the reasoning for the study.,topic_0,1.0
32,That when a 3D graphic is presented in a 2D way it can be distorted. Other than that I am not really sure.,topic_0,3.97473268397653e-309
33,"In the presentation, it connected much more to the plan for the STAT 218 class, and talked about the plan/parts students like myself would go through. It was also much more simple talking about the history of how different graphs have been favored. This is probably because the abstract needs to remain more scientific and factual, while the presentation could be more informal and specific to students in this class.",topic_0,4.823707722144256e-309
34,The results weren’t in the abstract because they hadn’t analyzed the data yet. They also didn’t explain their exact process because an abstract is supposed to be a brief overview. They also didn’t say their future plans for the project because they might not have come up with them yet.,topic_0,1.0
35,some components that weren't emphasized in the abstract were the different angels that 3D graphs provided compared to the one view for 2D. Since we can view 3D in many perspectives our opinions could be distorted. Where 2D we can only view it one way so analyzing the data would stay consistent,topic_0,0.07602409756275849
