topic,rank,word,score
-1,1,written text,1.024840193017451
-1,2,things easier,1.024840193017451
-1,3,easier demonstrate,1.024840193017451
-1,4,cons using,1.024840193017451
-1,5,difference predicted,1.024840193017451
-1,6,demonstrate,1.024840193017451
-1,7,cons,1.024840193017451
-1,8,using graphs,1.024840193017451
-1,9,demonstrate presentation,1.024840193017451
-1,10,text,1.024840193017451
0,1,abstract,0.39618285197489483
0,2,study,0.3928247964891375
0,3,results,0.38905282383053164
0,4,presentation,0.3872955661488529
0,5,experiment,0.379504611300719
0,6,think,0.3532504437016974
0,7,emphasized,0.3475047667294836
0,8,emphasized presentation,0.3206660375983417
0,9,information,0.29514461747424653
0,10,components,0.28873064122012004
1,1,3d,0.4700048480217806
1,2,graphs,0.46679243715655666
1,3,2d,0.3813272500310261
1,4,3d graphs,0.3579252444530134
1,5,emphasized,0.34793316360251586
1,6,presentation,0.3437226380077429
1,7,think,0.34060514688189075
1,8,graph,0.3403780606036307
1,9,abstract,0.3238846031973864
1,10,different,0.3046857371288399
2,1,audience,0.6141385798890006
2,2,visual,0.5320446933089975
2,3,presentations,0.5294737309608589
2,4,aids,0.5014161338133291
2,5,visual aids,0.5014161338133291
2,6,interactive,0.44278067289416445
2,7,key,0.44012829553575133
2,8,abstracts,0.43679580525619804
2,9,engaging,0.4287709519811194
2,10,emphasis,0.42806720007120264
