document_index,document,topic,probability
0,They gave us charts and information that shows which one of the two ways looking at the bar graphs is more accurate than the other and which one people prefer.,topic_0,1.0
1,I think the presentation was the easiest to understand. It explained the true meaning of the study in simple terms. When we participated and did the reflection we weren't given any background really at all.,topic_0,0.016780632136574332
2,"During the participation and post-study reflection, I was confused because I still didn't know the purpose of the experiment. Now after watching the presentation and reading the extended abstract, I am less confused about how reading different types of graphs can change how you perceive the graph.",topic_0,1.0
3,"Each one had a different way of getting you to understand the study and what it was trying to convey. The abstract was more wordage to tell you what it was about, participation was to actually do the study, presentation was to see a more visual explanation and the reflection helped to look back on what it was really about.",topic_0,0.01634219852172022
4,I didn’t know all of the graphs had a specific ratio. I also didn’t realize there were two research questions that were being tested.,topic_0,0.721765384149643
5,"The information that I gained from the components of this project differs when looking at participation and post-study reflection. With both of these I think I was clueless about the study going into it and now that it is over I see the what and why. I also think that the extended abstract and the presentation differ because the way that the experiment was presented to us seemed very simple, yet the abstract of the behind the scenes was much more complicated I think.",topic_0,0.008965532326824715
6,"I felt when I was participating, I wasn't exactly sure what was being tested. As I completed the post-study reflection, and watched the presentation reflection, I got a better idea. At first, I thought the experimenters were testing to see if 3D models gave a more accurate result, but after watching the presentation I now know they were testing to see if 2D models have more accurate results.",topic_0,0.039282575073234384
7,"When hearing about all the background information and why the researchers did what they did for specific purposes it was interesting to see how taking a quiz about different block sizes, the researchers were looking at it from a deeper perspective. Another thing that surprised me were about the specific equations given for the experiment and how it related back to the 3D graphs.",topic_0,0.15552135334815287
8,The information that I gained from the components of this project because I as not entirely sure what was going on when participating in the experiment itself. As I did the other pieces of work after the experiment it made more sense to me what was being evaluated. I found more information from the post study reflection and the extended abstract that the participation.,topic_0,0.01643873209305351
9,"To start, participating in the experiment left me a bit confused simply because I was there to do something, not necessarily knowing the background to it. The post-study reflection made me sit down and think about what was going on behind the scenes. The extended abstract gave me a breakdown of what the experiment was about, why they did it, and how they did it. Lastly, the presentation gave me the study's results.",topic_0,0.016993296565594694
10,"They differed because each one asked for different things. Even though the information was combined into one study, the presentation, abstract, reflection, and participation were different. They each used different types of learning to gather information from the students taking the introduction to stats class.",topic_0,0.01574364071923314
11,"At first, I just had to guess why we were doing then, then I actually got to know why, and the information behind it. Especially during the participation part, I was extremely confused, but the extended abstract helped with that.",topic_0,0.013784966854307511
12,There was a difference in the way of conveying the information between each component. The participation used 3D models and hands on learning while the abstract was reading based.,topic_0,0.01587637336996659
13,"I do not believe much of the information was different from the rest of the projects. However, I do prefer this method over the rest of them.",topic_0,0.015128153806765196
14,This was easier to understand. It was communicated more simpler compared to the abstract.,topic_0,0.013481612316233217
15,"Participation involves engaging in the study itself and providing feedback. Post-study delved into the subjective experiences and potential limitations noticed during the process. Extended abstract was condensed as a version of the study that highlighted key points such as the objectives, methods, results, and conclusions. Finally, the presentation offered more of an interactive overview of the study that emphasized the key findings and implications.",topic_0,9.02515792545608e-309
