topic,rank,word,score
-1,1,class,0.2993956784841888
-1,2,actually,0.28580997858593443
-1,3,ones,0.2640933185026367
-1,4,learning,0.2627099292977798
-1,5,results think,0.2594462834836013
-1,6,depth,0.258752983183749
-1,7,lots,0.25109291983293736
-1,8,data analyzing,0.24898956850569745
-1,9,public think,0.24751870211050564
-1,10,complete,0.24465846420251386
0,1,depth,0.36960865905458
0,2,researcher lot,0.3603211308995341
0,3,think researcher,0.3592849113002036
0,4,compared general,0.34547931470356247
0,5,public researcher,0.3436532158491645
0,6,researcher general,0.33269168814143324
0,7,public just,0.3279962956124972
0,8,public likely,0.3264470084317161
0,9,public does,0.32145814839266146
0,10,person general,0.31144156121274075
1,1,individual,0.3972174348500463
1,2,times,0.3784573121045772
1,3,thought,0.360466198102758
1,4,importance,0.3503833864523113
1,5,easy,0.3330364400132374
1,6,errors,0.327823496155965
1,7,hard,0.32423299115321963
1,8,idea,0.32241370018033044
1,9,question designing,0.3191316057860522
1,10,straightforward,0.312291493194672
2,1,contrast,0.42253399535665415
2,2,peer review,0.42038585243166376
2,3,news articles,0.40722815452177086
2,4,ongoing,0.40184536692749045
2,5,systematic,0.400124310704692
2,6,complexities,0.3820639123899467
2,7,journey,0.37617816405680743
2,8,articles,0.3735151071458121
2,9,collect analyze,0.35942142275728584
2,10,encounter,0.3563297824192215
3,1,news,0.44164907328176367
3,2,public science,0.40256358523163466
3,3,big,0.3787297104238667
3,4,discoveries,0.3703149127463175
3,5,trial error,0.36783977934070466
3,6,trial,0.36240551834011553
3,7,error,0.3592912704653896
3,8,figuring,0.3532989907394437
3,9,view science,0.3532989907394437
3,10,headlines,0.3508358651796556
4,1,peers,0.3974200422146439
4,2,factor,0.3889297574182441
4,3,conducted,0.37609356955804196
4,4,field,0.36583492462203687
4,5,actual,0.3554632920051119
4,6,effort,0.3529398371975167
4,7,good,0.3529398371975167
4,8,assume,0.3430276222437159
4,9,thought,0.34028399780343577
4,10,gets,0.3285683056777326
5,1,theory,0.530765480822215
5,2,reject,0.4822064417371309
5,3,disprove,0.4397542402881347
5,4,theories,0.4350634817674052
5,5,curiosity,0.43009552879979585
5,6,create hypothesis,0.4280946256140533
5,7,solution,0.42749567348792816
5,8,repeating,0.41760302841285624
5,9,experiment test,0.4080665948465869
5,10,doing research,0.39932582721535853
6,1,look like,0.4319005501546517
6,2,stats,0.42750779240382697
6,3,experts,0.4170305771109688
6,4,investigation look,0.4170305771109688
6,5,numbers,0.3938013004467981
6,6,researches,0.39166354017012284
6,7,data analyzed,0.39166354017012284
6,8,factual,0.38031628933387385
6,9,investigation looks,0.3719630661549804
6,10,drawn,0.37023260853751827
7,1,group,0.5058197022568972
7,2,researched,0.4226070681197636
7,3,gathered,0.3857854004441006
7,4,tested,0.3753078707091267
7,5,answered,0.3707543222394971
7,6,coming,0.3578484831095028
7,7,conduct experiment,0.34608175485965564
7,8,necessary,0.34141300807201524
7,9,plan,0.34141300807201524
7,10,doesn,0.34075031672656086
8,1,interested,0.5989587653597764
8,2,attention,0.45126328973497104
8,3,regarding,0.43075400627795685
8,4,results science,0.43075400627795685
8,5,apply,0.43075400627795685
8,6,eyes,0.43075400627795685
8,7,researchers point,0.4032583522056167
8,8,asks,0.4032583522056167
8,9,ones,0.39772376703118384
8,10,life,0.39564038692544873
9,1,hypothesis conducting,0.4992291668442337
9,2,investigation involves,0.46985720687420346
9,3,main,0.4695012370940821
9,4,look like,0.4098491411725401
9,5,investigation looks,0.4075768039622871
9,6,conducting research,0.39573837961173647
9,7,feel like,0.38595065284942204
9,8,developing,0.3784181268989505
9,9,perspective scientific,0.3747507522749199
9,10,maybe,0.37077282270758427
10,1,investigation starts,0.5078321995113341
10,2,prediction,0.4737048797694632
10,3,include,0.46413446639510814
10,4,questioning,0.4469549190871414
10,5,investigation involves,0.4446136534556269
10,6,changing,0.4386448985148249
10,7,said,0.4318632109728708
10,8,leads,0.4318632109728708
10,9,conduct experiment,0.42495287765549494
10,10,finally,0.42495287765549494
