document_index,document,topic,probability
0,Circle and Triangle graph. Quantitative,topic_0,0.05364290860165016
1,Model size- quantitative color- categorical,topic_0,1.6448353635952305e-308
2,The height which was quantitative and the other variable was the shape on the model which is categorical.,topic_0,0.04770736848072082
3,"There were a few variables that were examined, one of them was being able to judge the size difference between the blocks which is quantitative. Another variable could possibly be genders which would be a categorical variable. Also, we are all college students which could be a categorical variable as well.",topic_0,0.027890311816197437
4,"One variable could’ve been gender (categorical)

another variable may be major (categorical)",topic_0,0.07525378372662024
5,"Each individual graph and what size they were, quantitative

The individual and their selection is a categorical observational unit",topic_0,8.966966488937545e-308
6,"Number of blocks in a bag: quantitive

whether a student participated or not: caregorical",topic_0,1.7608961237056404e-308
7,"Size difference in the two bars, quantitative

Physical or online bar chart, categorical",topic_0,1.4949923985992096e-308
8,"-assigned either an adjacent graph or separated comparison graph (categorical)

-estimating ratios (quantitative)",topic_0,0.07486398456415441
9,"1. The response of statistic students to the 3D kits - Categorial 

2. Effectiveness of 3D printed charts to their 2D rendered parts - Quantitative",topic_0,0.07230741738515312
10,The first variable was which peak in the chart was the tallest between the two. This is categorical. The second variable was how big the difference between the two peaks are and this is quantitative.,topic_0,1.0
11,"2D vs. 3D graphs; categorical 

A number out of 100; quantitative",topic_0,0.0640722643695078
12,"How close we were to guessing the percent compared to the other bar. This would be quantitative. Also guessing which bar was bigger, which was categorical.",topic_0,1.6331733302414894e-308
13,"Interpreting 3D graph correctly- categorical

3D compared to 2D- categorical",topic_0,0.06564869505245344
14,The variables were the answers of the subjects on which bar as smaller. This can be a categorical variable,topic_0,2.578217354355098e-308
15,More accurate description - categorical,topic_0,1.5014427056811335e-308
16,"1) Type of graph (categorical)
2) Student observations (quantitative)
3) Student characteristics (categorical)",topic_0,0.2830451289458076
17,"the categorical variables were: type of chart (2D, 3D Digital, 3D printed), determining which bar was smaller, and whether it was adjacent or separated. 

the quantitative variable was the number we put (on the slider) on the difference between the smaller and larger bar",topic_0,0.33316572368548747
18,"The bar graphs, percentages were quantitative.",topic_0,0.09271542593474642
19,The variables that are examined are the blocks and the numbers which are all categorical.,topic_0,0.0499420601423405
20,"The study was a little bit ago so I am going to do my best to remember, but we were asked to compare 2 variables in a bar graph and compare their hights based off how much of a percentage they were bigger or smaller than the other. They were quantitative variables.",topic_0,0.03661788020912518
21,The explanatory variable could have been color of graph (categorical) and the response could have been accuracy of estimation of values (categorical).,topic_0,1.0
22,"Height: categorical 

color: categorical",topic_0,1.620502497960803e-308
23,"Variables that were examined were 2D chart v.s 3D chart, that would be categorical. And how big/small was letter A to letter B for a 2D and 3D chart, that would be quantitative.",topic_0,0.07857833613069753
24,"Variables that were examined include whether 3D digital, 2D digital, or 3D physical models are easier to understand/are better, which would be categorical and how close people are to estimating the correct lengths of the bars, which would be quantitative.",topic_0,0.061581134473787894
25,"2D and 3D shape designs  - categorical 

Perceived height compared to actual taller or shorter - categorical 

Peoples ratio of judged heights - categorical (numerical)",topic_0,0.04654900200811107
26,"One variable examined is the ratio between different bars on a bar graph. This variable is quantitative because the ratios are number values. Another variable is the chart type. This variable is categorical because the three types of graphs are 2D graphs, 3D digital graphs, and 3D printed graphs.",topic_0,0.40860058245855024
27,"Correct bar chosen, categorical 

Ration of the bar, quantitative",topic_0,1.449739889264884e-308
28,Did the student guess correctly? Categorical,topic_0,0.026428419569459773
29,"Variables examined: Age, specific school (university), class, grades

 Age: Quantitative

Specific School (university): Categorical

Class: Categorical

Grades: Categorical",topic_0,3.6641831206225843e-308
30,"The student's perception of height analysis - categorical

Height of the building - quantitative",topic_0,0.04022912022067444
31,"Explanatory: Which block is larger (quantitative)

Response: Student estimate (quantitative)",topic_0,1.6611673062518926e-308
32,The variables examined were the shape things we were given and it is categorical.,topic_0,0.047778728291690435
33,the percentage of size one bar is compared to another -- quantitative,topic_0,1.526370772916949e-308
34,"Whether or not the student chose the correct answer- categorical

the percent that the students guessed- quantitative",topic_0,1.642528891979949e-308
35,"2D or 3D = categorical

Correct value or Incorrect value = quantitative",topic_0,0.037810797676386856
36,"What percentage of a bar compared to another in the physical/digital graphs - Quantitative

Whether the graph/bar is physical/digital - categorical.",topic_0,0.14924035918687872
37,"The variables examined are categorical, as we are testing understanding of graphs, which is kind of a yes or no question, you either understand or you didn't. A variable that could have been examined by this is if more students guessed values correctly on the 3D graph or the online 2D graphs.",topic_0,0.2311614545866217
38,accuracy of data to graph and it would be quantitative because it is a numerical response,topic_0,0.13468522115365067
39,"Whether the person said the point on the block was taller or shorter: Categorical

The height the person said the point on the block was: Quantitative",topic_0,1.724165745464736e-308
40,the difference between shapes and it was quantitative,topic_0,0.027312901217774587
41,* heights of blocks: quantitive,topic_0,1.5416171321965457e-308
42,I think the variable is if they guess the right block and thats categorical.,topic_0,0.053379211726463476
43,"Students answer- quantitative

how accurate their answer was- quantitative",topic_0,1.659855882944632e-308
44,"Graphs and percentages were given to the students, but finding if they choose the correct percentage is categorical.",topic_0,1.6566451569685465e-308
45,"The variable examined was the different column sizes of 3D blocks. This would make it categorical.

(*I did the online version due to a COVID diagnosis so I'm not sure if things were different in-person.*)",topic_0,0.06104725169884723
46,whether or not the comparison of triangle and circle was correct-categorical,topic_0,0.04854161967414296
47,One quantitative variable is the percentage/amount of difference in each bar. A categorical variable is whether the individual thinks one bar is bigger/smaller than another. Another categorical variable is whether the bar graph is a 3D model or graphic on a computer/screen.,topic_0,1.0
48,I would say the experiment was more categorical than quantitative.,topic_0,0.05172962086527752
49,"Accuracy of answers may have been a variable (ie. how close to the correct answer each answer was), and that would have been a categorical variable. Another variable would have been the participant within the study, such as if they were male or female, and that would have also been a categorical variable.",topic_0,4.027850781686916e-308
50,"independent: form of data (categorical)

dependent: accuracy of data interpretation (quantitative)",topic_0,0.040873043942079815
51,The hights of the blocks were they variable examined and that is a quantitative variable.,topic_0,1.722078945941431e-308
52,They examined the estimated size ratio using a percentage. This would be mostly quantitative because they are valuing a number. They also could be testing if you are correct or not which would classify more as categorical.,topic_0,0.049024992258766005
53,Which graph was smaller which is categorical and what percentage the bar was in relation to the other bar which was quantitative.,topic_0,0.13214811811578372
54,They were categorical and it was a circle or triangle.,topic_0,0.04302990209472159
55,"It was a quantitative variable that was determined as we had to always enter a number for the graphs. Then from the results we can conclude many categorical variables such as if age, gender, or any other variables have a trend with corresponding answers.",topic_0,1.0
56,The variables that were examined were the test we chose which would be categorical and the amount of tests we did which were quantitative.,topic_0,3.3612815323677533e-308
57,"Length- quantitative

Age- categorical

Gender- categorical",topic_0,0.04322010962430566
58,the height of the blocks - quantitative,topic_0,1.525443139214093e-308
59,Whether or not each question involved a physical graph model or a picture (categorical) and the accuracy of the value estimation (quantitative).,topic_0,0.11362632323619935
60,"wether someone was a researcher or not- categorical

the accuracy of their responses- quantitive (most likely)",topic_0,1.804313380633714e-308
61,"categorical variables -- smaller/larger

quantitative -- the actual number assigned to the interpreted size",topic_0,0.027719212891498205
62,"We examined the color - categorical

shape-categorical 

what number block it was- quantitative

where we thought a certain number would lie on each block- quantitative",topic_0,0.04755938086017737
63,The number we were choosing for the supposed values could be quantitative data while seeing if the triangle or circle columns matched could be categorical.,topic_0,1.859156146759987e-308
64,"Quantitative- the assumptions made

categorical- was the assumption correct

quantitative- the degree of correctness",topic_0,0.030654927952577755
65,"physical blocks/digital blocks - qualitative

size of blocks - quantitative",topic_0,1.5293924707268834e-308
66,Independent variables were examined in this.,topic_0,2.8149587611877175e-308
67,"Size difference. Quantitative

calculation error. Quantitative",topic_0,0.030355089044470027
68,"what number you thought the graph was at - quantitative

which graph was larger - categorigcal",topic_0,5.646778624565234e-308
69,"Some of the variables that may have been examined include: whether or not the participant identified which graph was larger (categorical), and how close or far the participant identified the correct numerical difference between the graphs (quantitative).",topic_0,1.0
70,ability to interpret the graph and make estimates could be categorical and the number that was inferred could be the quantitative variable.,topic_0,0.3482633778345481
71,"Which graph was read more accurately on average, which is categorical.",topic_0,0.11964700713284276
72,The variable that was examined was categorical because they determined whether or not people correctly estimated the range of the 3D and 2D graphs.,topic_0,0.1901557803255979
73,"Which bar on each bar graph was smaller, and the value of the smaller bar when you are told that the larger bar has a value of 100. Whether a particular bar is smaller is categorical, while the comparative value of the smaller bar is quantitative.",topic_0,0.2676798134811068
74,The variables were the arrangement of the data bars and the estimated values of the data bars by the students. The first one is categorical and the second one is quantitative.,topic_0,0.09638536053974825
