Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
Circle and Triangle graph. Quantitative,6,6_circle triangle_triangle circle_units_taller,"['circle triangle', 'triangle circle', 'units', 'taller', 'circle bar', 'triangle categorical', '100 units', 'categorical circle', 'quantitative categorical', '100']","['quantitative categorical', 'categorical variable', 'variables categorical', 'compared quantitative', 'graph quantitative', 'quantitative taller', 'comparison quantitative', 'triangle categorical', 'quantitative number', 'smaller quantitative']","['triangle categorical', 'quantitative categorical', 'ratios', 'smaller quantitative', 'taller categorical', 'circle categorical', 'bar compared', 'triangle bar', 'higher categorical', 'quantitative taller']","['units', 'taller', 'ratios', 'line', 'tall', 'second', 'shorter', 'higher', 'easy', 'shorter bar']","['We first decided what tower was taller (whether the circle or triangle), this was fairly easy (categorical). Then we compared the 2 towers and gave an estimation how tall the shorter one was if the other was 100 units high (quantitative).', 'The first variable is which bar was smaller, circle or triangle; categorical. The second variable is that if the bigger/taller bar of the two was 100 units, what is the size of the smaller; quantitative.', 'The variables examined was which bar was taller (categorical), the circle or the triangle, and if the taller one is 100 units, how tall is the shorter bar (quantitative).']",circle triangle - triangle circle - units - taller - circle bar - triangle categorical - 100 units - categorical circle - quantitative categorical - 100,0.32150104336287294,False
Model size- quantitative color- categorical,9,9_color categorical_gender categorical_age quantitative_gender,"['color categorical', 'gender categorical', 'age quantitative', 'gender', 'quantitative gender', 'size quantitative', 'quantitative color', 'shape categorical', 'quantitative age', 'categorical categorical']","['categorical shape', 'gender categorical', 'shape categorical', 'categorical categorical', 'color categorical', 'age quantitative', 'correctly categorical', 'quantitative gender', 'categorical bar', 'picture categorical']","['color categorical', 'gender categorical', 'age quantitative', 'quantitative gender', 'shape categorical', 'categorical categorical', 'categorical accuracy', 'picture categorical', 'height categorical', 'categorical correct']","['gender', 'understanding', 'shape', 'range', 'options', 'ratios', 'person', 'correct answer', '', '']","['time- quantitative, shape-categorical, color-categorical', 'Size: Quantitative\n\nColor: Categorical\n\nShape: Categorical', 'time- quantitative, shape-categorical, color-categorical']",color categorical - gender categorical - age quantitative - gender - quantitative gender - size quantitative - quantitative color - shape categorical - quantitative age - categorical categorical,1.0,False
The height which was quantitative and the other variable was the shape on the model which is categorical.,1,1_shape_person_categorical size_picked,"['shape', 'person', 'categorical size', 'picked', 'taller shorter', 'explanatory', 'taller', 'independent variable', 'response variable', 'categorical dependent']","['height categorical', 'quantitative variable', 'height quantitative', 'categorical height', 'quantitative taller', 'examined quantitative', 'response quantitative', 'compared quantitative', 'quantitative response', 'shape categorical']","['categorical size', 'taller shorter', 'independent variable', 'response variable', 'categorical dependent', 'height quantitative', 'categorical students', 'shape categorical', 'larger quantitative', 'model']","['shape', 'person', 'explanatory', 'taller', 'independent variable', 'shapes', 'level', 'figures', 'things', 'model']","['The time it takes to identify the taller one and the methods by which one identifies the taller one such as how they choose how much taller/shorter the block is. This would be quantitative.\xa0\n\nWhether students choose the right or left block as the taller one is categorical.\xa0\n\nThe number in which students measured the difference in height of the blocks would be quantitative.', 'The explanatory variable was the person doing the experiment. The results changed every time a new person was doing it.\n\n\xa0The response variable was the color of the shape picked. The color picked was impacted by the person conducting the experiment.', 'Independent Variable:\n\nThe type of model (2D rectangle or 3D rectangular prism) – categorical.\n\nDependent Variables:\n\nPerceived height of the shorter model in comparison to the taller model set at 100 – quantitative.\n\nError margin in estimation (difference between actual and estimated height) – quantitative.\n\nShape complexity (2D or 3D) – categorical.']",shape - person - categorical size - picked - taller shorter - explanatory - taller - independent variable - response variable - categorical dependent,0.07326369749429865,False
"There were a few variables that were examined, one of them was being able to judge the size difference between the blocks which is quantitative. Another variable could possibly be genders which would be a categorical variable. Also, we are all college students which could be a categorical variable as well.",1,1_shape_person_categorical size_picked,"['shape', 'person', 'categorical size', 'picked', 'taller shorter', 'explanatory', 'taller', 'independent variable', 'response variable', 'categorical dependent']","['height categorical', 'quantitative variable', 'height quantitative', 'categorical height', 'quantitative taller', 'examined quantitative', 'response quantitative', 'compared quantitative', 'quantitative response', 'shape categorical']","['categorical size', 'taller shorter', 'independent variable', 'response variable', 'categorical dependent', 'height quantitative', 'categorical students', 'shape categorical', 'larger quantitative', 'model']","['shape', 'person', 'explanatory', 'taller', 'independent variable', 'shapes', 'level', 'figures', 'things', 'model']","['The time it takes to identify the taller one and the methods by which one identifies the taller one such as how they choose how much taller/shorter the block is. This would be quantitative.\xa0\n\nWhether students choose the right or left block as the taller one is categorical.\xa0\n\nThe number in which students measured the difference in height of the blocks would be quantitative.', 'The explanatory variable was the person doing the experiment. The results changed every time a new person was doing it.\n\n\xa0The response variable was the color of the shape picked. The color picked was impacted by the person conducting the experiment.', 'Independent Variable:\n\nThe type of model (2D rectangle or 3D rectangular prism) – categorical.\n\nDependent Variables:\n\nPerceived height of the shorter model in comparison to the taller model set at 100 – quantitative.\n\nError margin in estimation (difference between actual and estimated height) – quantitative.\n\nShape complexity (2D or 3D) – categorical.']",shape - person - categorical size - picked - taller shorter - explanatory - taller - independent variable - response variable - categorical dependent,0.5752070601972143,False
"One variable could’ve been gender (categorical)

another variable may be major (categorical)",3,3_qualitative_like_models_questions,"['qualitative', 'like', 'models', 'questions', 'charts', 'able', 'class', 'specific', 'variables categorical', 'got']","['variables quantitative', 'qualitative variables', 'quantitative categorical', 'quantitative variable', 'variables categorical', 'variable quantitative', 'categorical variable', 'variables examined', 'questions quantitative', 'answer categorical']","['qualitative', 'charts', 'variables categorical', 'qualitative variables', 'class categorical', '3d bar', 'kits', 'model', 'variables examined', 'quantitative variable']","['qualitative', 'models', 'questions', 'charts', 'able', 'class', 'specific', 'information', 'kits', 'model']","['One variable is what kit the participant was given to use during the survey. This would be a categorical variable. Another variable could be what height each participant said the model/graph was. This would be a quantitative variable as there is a complete range of possible entries. Another variable might be the percentage of questions participants got correct. This would be a quantitative variable. A fourth variable could be if the participants met a set threshold for correct answers. This would be a categorical variable.', ""One variable was whether or not the participant had access to the 3D-printed charts. This is a categorical variable because it’s a yes or no question. Another variable could be how accurate the participants were in answering questions about the data — this would be a quantitative variable because it deals with numbers, like how many answers they got right. They might have also looked at how long it took people to answer questions, which is also quantitative, since it's measured in time. There could be other categorical variables too, like whether the person was a student or not, or what kind of device they used."", ""*\n\nUnderstanding of Statistical Concepts: Quantitative – Measured through scores on assessment questions focused on concepts like significance, confidence intervals, and effect sizes after interacting with 3D models.\n\n*\n\nImprovement in Interpretation Skills: Quantitative – This could involve comparing pre- and post-experiment scores to see if the 3D models improved students' ability to interpret data.\n\n*\n\nChart Type (2D vs. 3D Printed): Categorical – This variable examines whether participants using 3D-printed charts are more accurate in interpreting statistical data compared to those using traditional 2D charts, assessing the effectiveness of each chart type.\n\n*\n\nEase of Interpretation (Self-Reported): Categorical – Participants might rate how easy or difficult they found the 3D models to understand, giving insight into perceived clarity.""]",qualitative - like - models - questions - charts - able - class - specific - variables categorical - got,0.3288014606752087,False
"Each individual graph and what size they were, quantitative

The individual and their selection is a categorical observational unit",4,4_quantitative graph_graph categorical_reading_graph quantitative,"['quantitative graph', 'graph categorical', 'reading', 'graph quantitative', 'graphs quantitative', 'read', 'larger categorical', 'bar graphs', 'quantitative students', 'bar graph']","['graphs quantitative', 'graph quantitative', 'graphs categorical', 'quantitative graph', 'graph categorical', 'bar graphs', 'bar graph', 'graph type', 'digital graphs', 'graph used']","['graphs quantitative', 'larger categorical', 'quantitative students', 'digital categorical', 'different types', 'categorical students', 'categorical bar', 'categorical percentage', 'quantitative size', 'graphs categorical']","['reading', 'graphs', 'different types', 'percentages', 'individual', 'types', 'graph', 'ability', 'digital', 'greater']","['What percentage of a bar compared to another in the physical/digital graphs - Quantitative\n\nWhether the graph/bar is physical/digital - categorical.', 'Students ability to understand graphs - Categorical\n\nStudents ability to identify the matching picture of the graph - Categorical', 'The different types of graphs, being physical, 2d, or 3d- quantitative\xa0\n\nThe size of the bar in question- quantitative\n\nIf it was either a circle or triangle bar- categorical']",quantitative graph - graph categorical - reading - graph quantitative - graphs quantitative - read - larger categorical - bar graphs - quantitative students - bar graph,1.0,False
"Number of blocks in a bag: quantitive

whether a student participated or not: caregorical",1,1_shape_person_categorical size_picked,"['shape', 'person', 'categorical size', 'picked', 'taller shorter', 'explanatory', 'taller', 'independent variable', 'response variable', 'categorical dependent']","['height categorical', 'quantitative variable', 'height quantitative', 'categorical height', 'quantitative taller', 'examined quantitative', 'response quantitative', 'compared quantitative', 'quantitative response', 'shape categorical']","['categorical size', 'taller shorter', 'independent variable', 'response variable', 'categorical dependent', 'height quantitative', 'categorical students', 'shape categorical', 'larger quantitative', 'model']","['shape', 'person', 'explanatory', 'taller', 'independent variable', 'shapes', 'level', 'figures', 'things', 'model']","['The time it takes to identify the taller one and the methods by which one identifies the taller one such as how they choose how much taller/shorter the block is. This would be quantitative.\xa0\n\nWhether students choose the right or left block as the taller one is categorical.\xa0\n\nThe number in which students measured the difference in height of the blocks would be quantitative.', 'The explanatory variable was the person doing the experiment. The results changed every time a new person was doing it.\n\n\xa0The response variable was the color of the shape picked. The color picked was impacted by the person conducting the experiment.', 'Independent Variable:\n\nThe type of model (2D rectangle or 3D rectangular prism) – categorical.\n\nDependent Variables:\n\nPerceived height of the shorter model in comparison to the taller model set at 100 – quantitative.\n\nError margin in estimation (difference between actual and estimated height) – quantitative.\n\nShape complexity (2D or 3D) – categorical.']",shape - person - categorical size - picked - taller shorter - explanatory - taller - independent variable - response variable - categorical dependent,1.0,False
"Size difference in the two bars, quantitative

Physical or online bar chart, categorical",2,2_quantitative bar_categorical smaller_smaller bar_bar smaller,"['quantitative bar', 'categorical smaller', 'smaller bar', 'bar smaller', 'bars quantitative', 'size bar', 'bar compared', 'quantitative height', 'quantitative size', 'compared larger']","['bar compared', 'bars quantitative', 'categorical bar', 'quantitative bar', 'quantitative categorical', 'bar categorical', 'categorical quantitative', 'comparison quantitative', 'compared quantitative', 'smaller quantitative']","['bars quantitative', 'quantitative height', 'bar categorical', 'height bars', 'larger quantitative', 'taller categorical', 'quantitative difference', 'quantitative quantitative', 'percentage quantitative', 'categorical quantitative']","['smaller bar', 'larger bar', 'percent', 'shorter', 'high', 'figures', 'taller', 'close', '', '']","['Which bar is smaller - categorical\n\nhow much smaller was one bar compared to the other - quantitative', 'Independent variable: which bar was shorter- categorical\n\nDependent variable: how much shorter was the bar compared to the larger bar- quantitative', '* which bar was smaller (categorical)\n\n* by how much smaller was the bar compared to the larger one (quantitative)']",quantitative bar - categorical smaller - smaller bar - bar smaller - bars quantitative - size bar - bar compared - quantitative height - quantitative size - compared larger,1.0,False
"-assigned either an adjacent graph or separated comparison graph (categorical)

-estimating ratios (quantitative)",8,8_ratio_error_chart_3d digital,"['ratio', 'error', 'chart', '3d digital', 'digital 3d', 'type categorical', 'chart type', 'separated', 'used', 'adjacent']","['chart type', 'bar chart', 'bar graphs', 'chart categorical', 'graphs quantitative', 'type chart', 'bars quantitative', 'quantitative graph', 'charts', 'chart']","['3d digital', 'chart type', 'ratio quantitative', 'measured', 'categorical ratio', 'charts', 'judgement quantitative', 'type chart', 'quantitative accuracy', 'categorical bar']","['ratio', 'error', 'chart', 'separated', 'adjacent', 'digital', 'charts', 'heights', 'true', 'judgement']","['The experiment looked at a mix of chart features and participant responses. It compared different chart types—2D digital, 3D digital, and 3D printed—as well as how the bars were arranged (either next to each other or separated), which are both categorical variables. Participants were asked to judge which bar was smaller and estimate the ratio between them, giving quantitative data. The actual ratio and the error in their guess were also measured, both of which are quantitative too. So overall, the study tracked both the kinds of charts used and how accurately people could read the data', 'The experiment looked at a mix of chart features and participant responses. It compared different chart types—2D digital, 3D digital, and 3D printed—as well as how the bars were arranged (either next to each other or separated), which are both categorical variables. Participants were asked to judge which bar was smaller and estimate the ratio between them, giving quantitative data. The actual ratio and the error in their guess were also measured, both of which are quantitative too. So overall, the study tracked both the kinds of charts used and how accurately people could read the data', 'Here are the main variables examined in the experiment:\n\n\xa0\n\n* Chart type (2D, 3D digital, 3D printed) – Categorical\n\n* Bar layout (adjacent vs. separated) – Categorical\n\n* Ratio judgment given by the participant – Quantitative\n\n* Accuracy of the ratio (measured as log error) – Quantitative\n\n* Which bar was identified as smaller – Categorical\n\nThese variables helped the researchers measure how chart format and layout affect people’s ability to judge data accurately.']",ratio - error - chart - 3d digital - digital 3d - type categorical - chart type - separated - used - adjacent,0.21436578206222065,False
"1. The response of statistic students to the 3D kits - Categorial 

2. Effectiveness of 3D printed charts to their 2D rendered parts - Quantitative",3,3_qualitative_like_models_questions,"['qualitative', 'like', 'models', 'questions', 'charts', 'able', 'class', 'specific', 'variables categorical', 'got']","['variables quantitative', 'qualitative variables', 'quantitative categorical', 'quantitative variable', 'variables categorical', 'variable quantitative', 'categorical variable', 'variables examined', 'questions quantitative', 'answer categorical']","['qualitative', 'charts', 'variables categorical', 'qualitative variables', 'class categorical', '3d bar', 'kits', 'model', 'variables examined', 'quantitative variable']","['qualitative', 'models', 'questions', 'charts', 'able', 'class', 'specific', 'information', 'kits', 'model']","['One variable is what kit the participant was given to use during the survey. This would be a categorical variable. Another variable could be what height each participant said the model/graph was. This would be a quantitative variable as there is a complete range of possible entries. Another variable might be the percentage of questions participants got correct. This would be a quantitative variable. A fourth variable could be if the participants met a set threshold for correct answers. This would be a categorical variable.', ""One variable was whether or not the participant had access to the 3D-printed charts. This is a categorical variable because it’s a yes or no question. Another variable could be how accurate the participants were in answering questions about the data — this would be a quantitative variable because it deals with numbers, like how many answers they got right. They might have also looked at how long it took people to answer questions, which is also quantitative, since it's measured in time. There could be other categorical variables too, like whether the person was a student or not, or what kind of device they used."", ""*\n\nUnderstanding of Statistical Concepts: Quantitative – Measured through scores on assessment questions focused on concepts like significance, confidence intervals, and effect sizes after interacting with 3D models.\n\n*\n\nImprovement in Interpretation Skills: Quantitative – This could involve comparing pre- and post-experiment scores to see if the 3D models improved students' ability to interpret data.\n\n*\n\nChart Type (2D vs. 3D Printed): Categorical – This variable examines whether participants using 3D-printed charts are more accurate in interpreting statistical data compared to those using traditional 2D charts, assessing the effectiveness of each chart type.\n\n*\n\nEase of Interpretation (Self-Reported): Categorical – Participants might rate how easy or difficult they found the 3D models to understand, giving insight into perceived clarity.""]",qualitative - like - models - questions - charts - able - class - specific - variables categorical - got,0.25561914330228375,False
